% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:51
% Dimension:          3
% Nodes:              1951
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ey)
6.810960895425763E-4      0.0051740473853861685    0.005608000000000001     111.76986385849905
6.925800746188137E-4      0.005145039487821808     0.005608000000000001     124.33192339937095
7.137664856681099E-4      0.00517747902732094      0.005608000000000001     128.76243645501688
7.252504707443471E-4      0.005148471129756579     0.005608000000000002     142.1857590652504
7.04064059695051E-4       0.005116031590257445     0.005608000000000002     144.8764820895036
7.367344558205844E-4      0.005119463232192217     0.005608000000000001     163.39215930412865
7.155480447712883E-4      0.005087023692693085     0.005608000000000001     165.84171896477199
7.482184408968218E-4      0.005090455334627856     0.005608000000000002     185.06135426538145
7.270320298475256E-4      0.005058015795128722     0.005608000000000001     187.2276340251761
7.59702425973059E-4       0.005061447437063494     0.005608000000000001     207.1933439490088
7.385160149237629E-4      0.005029007897564362     0.005608000000000001     209.03422727071586
7.711864110492965E-4      0.0050324395394991325    0.005608000000000001     233.37439054544507
7.500000000000002E-4      0.005                    0.005608000000000001     238.06735289017766
7.464368817936434E-4      0.00518091066925571      0.005608000000000002     139.0116830720494
7.579208668698806E-4      0.005151902771691349     0.005608                 155.63324682737738
7.694048519461179E-4      0.005122894874126987     0.005608000000000001     177.35828228806162
7.808888370223553E-4      0.0050938869765626265    0.005608000000000002     199.54611247112035
7.923728220985925E-4      0.005064879078998264     0.005608                 221.72744984726614
7.791072779191767E-4      0.005184342311190481     0.005608000000000001     148.46066791715504
7.905912629954141E-4      0.00515533441362612      0.005608000000000002     168.2861111648138
8.020752480716514E-4      0.005126326516061758     0.005608000000000002     190.52978184730404
8.135592331478887E-4      0.005097318618497397     0.005608000000000001     208.90391863310825
8.117776740447102E-4      0.005187773953125252     0.005608000000000001     157.10939099033362
8.232616591209475E-4      0.005158766055560891     0.005608000000000001     180.1443520775597
8.347456441971848E-4      0.005129758157996529     0.005608                 194.90379690297144
8.444480701702437E-4      0.005191205595060023     0.005608000000000001     164.95785229158525
8.55932055246481E-4       0.005162197697495662     0.005608000000000001     179.7270846568557
8.771184662957771E-4      0.005194637236994794     0.005608000000000001     172.5156097428986
7.083333333333336E-4      0.005                    0.005608000000000001     195.05241620049387
6.968493482570963E-4      0.0050290078975643625    0.005608000000000002     173.72140707490794
6.853653631808589E-4      0.005058015795128723     0.005608000000000001     152.76895959721887
6.738813781046216E-4      0.005087023692693085     0.005608000000000002     132.1950737674267
6.623973930283844E-4      0.005116031590257446     0.005608000000000001     111.9997495855314
6.50913407952147E-4       0.005145039487821808     0.005608000000000001     88.88894551600706
6.66666666666667E-4       0.005000000000000001     0.005608000000000002     162.85088480945257
6.551826815904295E-4      0.005029007897564362     0.005608                 142.10446551306126
6.436986965141923E-4      0.005058015795128722     0.005608000000000001     121.73660786456682
6.322147114379549E-4      0.005087023692693085     0.005608000000000002     101.74731186396919
6.207307263617176E-4      0.005116031590257445     0.005608                 77.41373837603214
6.250000000000001E-4      0.005                    0.005608000000000001     129.90798304211916
6.135160149237629E-4      0.005029007897564362     0.005608000000000002     109.74615357492237
6.020320298475257E-4      0.005058015795128723     0.005608000000000002     89.96288575562251
5.905480447712882E-4      0.005087023692693085     0.005608000000000001     64.11879302856227
5.833333333333335E-4      0.005                    0.005608000000000001     96.22371089849341
5.718493482570962E-4      0.005029007897564362     0.005608000000000001     76.64647126049128
5.603653631808588E-4      0.005058015795128722     0.005608                 49.00410947359741
5.416666666666669E-4      0.005                    0.005608000000000001     61.798068378575564
5.301826815904295E-4      0.005029007897564362     0.005608000000000001     32.069687711137554
5.000000000000001E-4      0.005                    0.005608000000000001     13.315527741182722
6.50913407952147E-4       0.005191706154488474     0.005608000000000001     89.75981070015746
6.207307263617177E-4      0.0051626982569241125    0.005608000000000002     65.6981641303149
6.207307263617176E-4      0.0052093649235907796    0.005608000000000002     69.69739494396063
5.905480447712883E-4      0.005180357026026417     0.005608000000000001     47.19030380718361
5.905480447712882E-4      0.005227023692693084     0.005608000000000001     51.17578020909326
5.603653631808589E-4      0.0051980157951287236    0.005608000000000002     30.071323011087365
5.603653631808589E-4      0.005244682461795389     0.005608000000000001     34.194966495555406
5.301826815904296E-4      0.005215674564231028     0.005608000000000001     14.34122174202621
5.301826815904295E-4      0.005262341230897695     0.005608000000000001     18.754953803347043
5.000000000000002E-4      0.005233333333333334     0.005608000000000001     6.092047685762605E-14
5.000000000000002E-4      0.00528                  0.005608000000000001     3.2371614216454385
5.905480447712882E-4      0.00513369035935975      0.005608                 52.43485514004432
