% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 19 2023, 20:23
% Dimension:          3
% Nodes:              2746
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Hx)
0.002032684822881224      0.0057839522424041724    0.005608000000000001     -41.12187679964805
0.0020390419771398175     0.005819658115363282     0.005608000000000001     -37.871986660584966
0.002000404191863602      0.005804921951435363     0.005608000000000001     -38.25778947506943
0.0020067613461221957     0.005840627824394473     0.005608000000000001     -35.413264987245775
0.0020453991313984106     0.005855363988322392     0.005608000000000001     -35.44656489587793
0.0020131185003807893     0.005876333697353583     0.005608                 -32.73456503470975
0.002051756285657004      0.0058910698612815015    0.005608000000000001     -33.021143131170845
0.0020194756546393824     0.005912039570312692     0.005608000000000001     -30.055865082173717
0.0020581134399155973     0.005926775734240612     0.005608                 -30.595721366463785
0.002025832808897976      0.005947745443271803     0.005608000000000001     -28.04112241653202
0.002064470594174191      0.0059624816071997214    0.005608000000000001     -28.24717079291896
0.0019681235608459803     0.005825891660466554     0.005608000000000001     -35.21025193489573
0.001974480715104574      0.0058615975334256635    0.005608                 -32.27457682760696
0.0019808378693631674     0.005897303406384774     0.005608                 -29.595876875070925
0.0019871950236217606     0.005933009279343883     0.005608000000000001     -27.16045765435366
0.0019358429298283587     0.005846861369497745     0.005608000000000001     -32.16271439472206
0.001942200084086952      0.005882567242456855     0.005608                 -29.135888667968146
0.0019485572383455456     0.005918273115415965     0.005608000000000001     -26.279792892175262
0.0019035622988107371     0.0058678310785289355    0.005608                 -29.115176854548388
0.0019099194530693307     0.0059035369514880455    0.005608000000000001     -25.39912812999686
0.0018712816677931153     0.005888800787560126     0.005608000000000001     -24.76270172878879
0.0020890596503191365     0.006111698719442691     0.005608000000000001     -13.700426043305432
0.002060039161657155      0.006107800020383233     0.005608000000000001     -12.05082493568762
0.0020841418390901475     0.0060818552969940974    0.005608000000000001     -16.26634099021193
0.0020551213504281657     0.006077956597934639     0.005608000000000001     -14.631138691779377
0.0020310186729951734     0.006103901321323775     0.005608000000000001     -10.179058408524906
0.002026100861766184      0.006074057898875181     0.005608                 -13.211405833913442
0.0020019981843331916     0.0061000026222643175    0.005608000000000001     -8.307291881362172
0.0019970803731042025     0.006070159199815723     0.005608000000000001     -11.791672976047478
0.00197297769567121       0.006096103923204859     0.005608                 -6.435525354199427
0.001968059884442221      0.006066260500756266     0.005608000000000001     -9.393645422922573
0.0019439572070092284     0.006092205224145402     0.005608000000000001     -3.501591977166092
0.0020792240278611584     0.006052011874545503     0.005608000000000001     -18.825123971714447
0.0020502035391991766     0.006048113175486045     0.005608                 -17.235586155183242
0.0020211830505371953     0.006044214476426587     0.005608                 -15.8158532973173
0.0019921625618752135     0.00604031577736713      0.005608000000000001     -14.104619370184558
0.0020743062166321694     0.006022168452096909     0.005608000000000001     -21.38390695321698
0.0020452857279701876     0.006018269753037451     0.005608                 -19.840033618587086
0.002016265239308206      0.006014371053977993     0.005608000000000001     -18.81559331744658
0.00206938840540318       0.005992325029648316     0.005608                 -23.942689934719446
0.0020403679167411985     0.005988426330588858     0.005608000000000001     -23.52656726470858
0.002001730131464983      0.005973690166660938     0.005608000000000001     -23.307312130172182
0.001977627454031991      0.005999634890050074     0.005608                 -17.909544556917957
0.001953524776598998      0.00602557961343921      0.005608000000000001     -12.511776983663804
0.001929422099166006      0.006051524336828346     0.005608000000000001     -7.156175850837368
0.0019630923461887682     0.005958954002733019     0.005608                 -22.0059708129182
0.0019389896687557757     0.005984898726122155     0.005608                 -16.608203239664043
0.0019148869913227832     0.006010843449511291     0.005608000000000001     -11.230761892640086
0.0019244545609125529     0.0059442178388051       0.005608                 -20.704629495664243
0.0019003518834795606     0.005970162562194237     0.005608000000000001     -15.305347934442876
0.0018858167756363382     0.005929481674877181     0.005608000000000001     -19.379933976245628
0.002332020083763976      0.005449970973871018     0.005608000000000001     -11.623800922182582
0.0023059745543348763     0.005440397716455321     0.005608000000000001     -12.320834263763553
0.002331257142903843      0.005412779348435579     0.005608000000000001     -9.01284821007631
0.0023052116134747425     0.0054032060910198815    0.005608000000000001     -9.739076256775771
0.0022799290249057758     0.005430824459039623     0.005608000000000001     -13.132897327204482
0.0022791660840456424     0.005393632833604184     0.005608                 -10.327285023453406
0.002253883495476676      0.005421251201623924     0.005608000000000001     -13.944960390645399
0.0022531205546165423     0.005384059576188485     0.005608000000000001     -10.915493790131059
0.002227837966047576      0.005411677944208227     0.005608                 -14.757023454086347
0.0022270750251874426     0.005374486318772789     0.005608000000000001     -11.397953148860726
0.002201792436618476      0.0054021046867925296    0.005608000000000001     -15.361181521494814
0.0023304942020437092     0.00537558772300014      0.005608000000000001     -6.860629115050605
0.002304448672614609      0.005366014465584442     0.005608                 -7.469484877060481
0.0022784031431855095     0.005356441208168744     0.005608                 -8.057693643738121
0.0022523576137564094     0.005346867950753047     0.005608000000000001     -8.43652150675226
