% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 21:19
% Dimension:          3
% Nodes:              1688
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        Power outflow, time average
0.001739047872793132      0.005827892223864421     0.005608000000000001     24093.152216426213
0.001773244014511185      0.005864537376266771     0.005608000000000001     13876.387689040832
0.0017227202645166144     0.005867129804031616     0.005608000000000001     15105.746521742185
0.0017569164062346675     0.0059037749564339655    0.005608000000000001     8242.066978902561
0.0018074401562292383     0.005901182528669121     0.005608000000000002     7514.861193662869
0.0017911125479527206     0.005940420108836316     0.005608000000000001     4087.10296768134
0.0018416362979472912     0.005937827681071471     0.005608                 3231.452882604549
0.0018253086896707735     0.005977065261238665     0.005608000000000001     1912.3925582050483
0.0018758324396653443     0.005974472833473821     0.005608000000000001     890.8311486406903
0.0018595048313888268     0.006013710413641016     0.005608000000000001     1594.7971687554539
0.0019100285813833974     0.0060111179858761705    0.005608000000000002     357.6643845462047
0.00189370097310688       0.006050355566043365     0.005608000000000001     3011.1782176143156
0.0019442247231014505     0.00604776313827852      0.005608000000000001     1496.6209830960356
0.0019278971148249328     0.006087000718445715     0.005608                 6085.787712310492
0.0019784208648195036     0.00608440829068087      0.005608000000000001     3949.0374855428304
0.0017063926562400971     0.00590636738419881      0.005608000000000002     9182.916890323153
0.00174058879795815       0.0059430125366011595    0.005608                 4670.174220507943
0.001774784939676203      0.00597965768900351      0.005608                 2601.8844587282
0.0018089810813942562     0.00601630284140586      0.005608000000000002     2467.130888744437
0.0018431772231123095     0.00605294799380821      0.005608000000000002     4142.7749288384375
0.0018773733648303624     0.006089593146210559     0.005608000000000002     7758.117637890357
0.0016900650479635794     0.005945604964366005     0.005608                 5492.268529749438
0.0017242611896816323     0.005982250116768355     0.005608                 3271.8254530146414
0.0017584573313996856     0.006018895269170705     0.005608000000000002     3295.536826554605
0.0017926534731177385     0.006055540421573054     0.005608                 5206.066981941574
0.0018268496148357918     0.006092185573975404     0.005608                 9349.36184406394
0.001673737439687062      0.005984842544533199     0.005608000000000001     4053.031998824729
0.0017079335814051153     0.00602148769693555      0.005608000000000002     4070.256639395302
0.0017421297231231681     0.006058132849337899     0.005608000000000001     6191.296034133147
0.0017763258648412212     0.006094778001740249     0.005608                 10839.355193965279
0.0016574098314105445     0.006024080124700394     0.005608000000000002     4884.4378563527
0.0016916059731285976     0.006060725277102744     0.005608000000000001     7088.703742622472
0.0017258021148466507     0.006097370429505094     0.005608000000000002     12207.932550728434
0.001641082223134027      0.006063317704867588     0.005608000000000001     8005.716661137058
0.0016752783648520799     0.006099962857269938     0.005608                 13434.92877748746
0.0016247546148575095     0.006102555285034783     0.005608000000000001     14914.367593181383
0.0025000000000000005     0.006050000000000001     0.005608000000000002     -8324.362144943281
0.0025000000000000005     0.006100000000000001     0.005608000000000002     -5986.967073919173
0.0024677362666874134     0.006061755674590462     0.005608000000000002     -7560.976395517844
0.0024677362666874134     0.006111755674590462     0.005608000000000001     -5588.715890914615
0.0025000000000000005     0.006150000000000001     0.005608000000000002     -4408.309022347589
0.0024677362666874125     0.006161755674590461     0.005608000000000001     -4036.027776136021
0.0025000000000000005     0.006200000000000001     0.005608000000000001     -3000.449048677062
0.0024677362666874134     0.006211755674590461     0.005608000000000001     -2663.597025170461
0.0025000000000000005     0.00625                  0.005608000000000002     -1808.760284808595
0.0024677362666874134     0.0062617556745904615    0.005608000000000001     -1516.796769918999
0.0025000000000000005     0.0063                   0.005608000000000002     -878.6158626431949
0.0024677362666874125     0.006311755674590461     0.005608000000000001     -641.0001422826256
0.0025000000000000005     0.006350000000000001     0.005608000000000001     -255.38891408189963
0.0024677362666874125     0.006361755674590461     0.005608                 -29.207603940923022
0.0025                    0.0064                   0.005608000000000001     14.188598087034707
0.0024354725333748254     0.006073511349180923     0.005608000000000002     -6872.740205200623
0.0024354725333748254     0.006123511349180922     0.005608000000000002     -5087.372406579236
0.0024354725333748254     0.0061735113491809225    0.005608000000000002     -3553.128027902202
0.0024354725333748254     0.006223511349180923     0.005608000000000002     -2208.6002989502385
0.0024354725333748254     0.006273511349180923     0.005608000000000002     -1099.1623516244122
0.0024354725333748254     0.006323511349180922     0.005608000000000002     -171.19526525420346
0.0024032088000622382     0.006085267023771384     0.005608000000000001     -6111.432683602536
0.0024032088000622382     0.006135267023771384     0.005608000000000002     -4476.645961538216
0.0024032088000622382     0.006185267023771384     0.005608000000000002     -2953.3191182713845
0.0024032088000622382     0.006235267023771383     0.005608                 -1629.1682106416729
0.002403208800062238      0.006285267023771383     0.005608                 -409.71828502802293
0.0023709450667496507     0.006097022698361845     0.005608000000000002     -5271.510491415399
0.0023709450667496507     0.006147022698361846     0.005608000000000002     -3750.245896416809
0.0023709450667496507     0.006197022698361845     0.005608000000000001     -2230.3103878688416
0.0023709450667496502     0.0062470226983618446    0.005608                 -742.720562437599
0.002338681333437063      0.006108778372952307     0.005608000000000002     -4347.430289331055
0.002338681333437063      0.006158778372952306     0.005608000000000001     -2901.881551840318
0.002338681333437063      0.006208778372952306     0.005608000000000002     -1168.145996658147
0.002306417600124476      0.006120534047542768     0.005608000000000001     -3333.6487380413755
0.0023064176001244756     0.006170534047542767     0.005608                 -1683.9384868648754
0.0022741538668118884     0.006132289722133228     0.005608000000000001     -2119.2270552603
0.0015000000000000002     0.006400000000000001     0.005608000000000001     49838.42815888335
0.0015178220878367874     0.006357507897862114     0.005608000000000001     44046.39979522874
0.001547619047619048      0.006400000000000002     0.005608000000000001     48969.038141019686
