% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:52
% Dimension:          3
% Nodes:              1951
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Hz)
6.810960895425763E-4      0.0051740473853861685    0.005608000000000001     -18.419351944205125
6.925800746188137E-4      0.005145039487821808     0.005608000000000001     -18.210619667083947
7.137664856681099E-4      0.00517747902732094      0.005608000000000001     -17.73708524132732
7.252504707443471E-4      0.005148471129756579     0.005608000000000002     -17.792345789871664
7.04064059695051E-4       0.005116031590257445     0.005608000000000002     -18.318812145976015
7.367344558205844E-4      0.005119463232192217     0.005608000000000001     -17.912692254476312
7.155480447712883E-4      0.005087023692693085     0.005608000000000001     -18.427004624868104
7.482184408968218E-4      0.005090455334627856     0.005608000000000002     -18.033038719080913
7.270320298475256E-4      0.005058015795128722     0.005608000000000001     -18.535197103760176
7.59702425973059E-4       0.005061447437063494     0.005608000000000001     -18.153385183685547
7.385160149237629E-4      0.005029007897564362     0.005608000000000001     -18.64338958265224
7.711864110492965E-4      0.0050324395394991325    0.005608000000000001     -18.288043530503053
7.500000000000002E-4      0.005                    0.005608000000000001     -18.775642052079363
7.464368817936434E-4      0.00518091066925571      0.005608000000000002     -17.3655583117367
7.579208668698806E-4      0.005151902771691349     0.005608                 -17.426456940675493
7.694048519461179E-4      0.005122894874126987     0.005608000000000001     -17.546803405280123
7.808888370223553E-4      0.0050938869765626265    0.005608000000000002     -17.66714986988474
7.923728220985925E-4      0.005064879078998264     0.005608                 -17.784222563385953
7.791072779191767E-4      0.005184342311190481     0.005608000000000001     -16.99403138214606
7.905912629954141E-4      0.00515533441362612      0.005608000000000002     -17.060568091479315
8.020752480716514E-4      0.005126326516061758     0.005608000000000002     -17.180914556083938
8.135592331478887E-4      0.005097318618497397     0.005608000000000001     -17.280401596268824
8.117776740447102E-4      0.005187773953125252     0.005608000000000001     -16.62250445255543
8.232616591209475E-4      0.005158766055560891     0.005608000000000001     -16.694679242283122
8.347456441971848E-4      0.005129758157996529     0.005608                 -16.776580629151688
8.444480701702437E-4      0.005191205595060023     0.005608000000000001     -16.250977522964803
8.55932055246481E-4       0.005162197697495662     0.005608000000000001     -16.272759662034552
8.771184662957771E-4      0.005194637236994794     0.005608000000000001     -15.651343574029616
7.083333333333336E-4      0.005                    0.005608000000000001     -19.044915642227412
6.968493482570963E-4      0.0050290078975643625    0.005608000000000002     -18.94887714904787
6.853653631808589E-4      0.005058015795128723     0.005608000000000001     -18.852838655868354
6.738813781046216E-4      0.005087023692693085     0.005608000000000002     -18.756800162688837
6.623973930283844E-4      0.005116031590257446     0.005608000000000001     -18.6607616695093
6.50913407952147E-4       0.005145039487821808     0.005608000000000001     -19.00323571804909
6.66666666666667E-4       0.005000000000000001     0.005608000000000002     -19.346634123457136
6.551826815904295E-4      0.005029007897564362     0.005608                 -19.250595630277612
6.436986965141923E-4      0.005058015795128722     0.005608000000000001     -19.15455713709808
6.322147114379549E-4      0.005087023692693085     0.005608000000000002     -19.058518643918564
6.207307263617176E-4      0.005116031590257445     0.005608                 -19.30578988934503
6.250000000000001E-4      0.005                    0.005608000000000001     -19.648352604686867
6.135160149237629E-4      0.005029007897564362     0.005608000000000002     -19.552314111507332
6.020320298475257E-4      0.005058015795128723     0.005608000000000002     -19.45627561832781
5.905480447712882E-4      0.005087023692693085     0.005608000000000001     -19.608344060640977
5.833333333333335E-4      0.005                    0.005608000000000001     -19.95007108591659
5.718493482570962E-4      0.005029007897564362     0.005608000000000001     -19.854032592737077
5.603653631808588E-4      0.005058015795128722     0.005608                 -19.910898231936912
5.416666666666669E-4      0.005                    0.005608000000000001     -20.251789567146325
5.301826815904295E-4      0.005029007897564362     0.005608000000000001     -20.213452403232857
