% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 4 2023, 12:56
% Dimension:          3
% Nodes:              1338
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Ey)
0.002250371059634427      0.0016305346794393836    0.001608                 -4139.7611648838965
0.0022466181113357884     0.0015905708277024443    0.0016080000000000003    -4185.026034070039
0.002286032336829509      0.0016182819229022096    0.001608                 -3554.9668467280267
0.00228227938853087       0.0015783180711652699    0.001608                 -3612.2050479839845
0.00224286516303715       0.0015506069759655045    0.001608                 -4247.347216363897
0.002278526440232231      0.0015383542194283306    0.0016079999999999998    -3675.8941140590823
0.002239112214738511      0.0015106431242285653    0.001608                 -4309.198380446715
0.0022747734919335927     0.0014983903676913913    0.0016079999999999998    -3739.1163165397074
0.0022353592664398725     0.001470679272491626     0.001608                 -4370.579526318493
0.0022710205436349542     0.001458426515954452     0.001608                 -3801.871655425861
0.002231606318141234      0.0014307154207546865    0.001608                 -4431.490653979232
0.0022672675953363157     0.0014184626642175123    0.0016079999999999998    -3864.1601307175424
0.002227853369842595      0.001390751569017747     0.001608                 -4491.931763428929
0.002263514647037677      0.0013784988124805728    0.0016079999999999998    -3940.895126113591
0.0022241004215439565     0.0013507877172808077    0.001608                 -4570.6820333971855
0.0023216936140245904     0.001606029166365035     0.001608                 -2971.1713729198364
0.002317940665725952      0.0015660653146280954    0.0016079999999999998    -3034.5588570199006
0.0023141877174273134     0.0015261014628911564    0.001608                 -3100.6949281020916
0.002310434769128675      0.0014861376111542169    0.001608                 -3166.36413558981
0.002306681820830036      0.0014461737594172774    0.001608                 -3231.5664794830564
0.0023029288725313975     0.001406209907680338     0.001608                 -3305.8480324189777
0.0023573548912196726     0.0015937764098278608    0.0016079999999999996    -2383.9710171962843
0.0023536019429210337     0.0015538125580909215    0.0016079999999999998    -2452.5627732431185
0.002349848994622395      0.0015138487063539822    0.001608                 -2521.1458493324026
0.0023460960463237562     0.0014738848546170427    0.0016079999999999998    -2589.262061827214
0.0023423430980251177     0.0014339210028801032    0.0016079999999999996    -2662.168152804533
0.0023930161684147543     0.0015815236532906868    0.0016079999999999998    -1793.3657795573686
0.002389263220116116      0.0015415598015537475    0.001608                 -1866.2167966536388
0.002385510271817477      0.0015015959498168078    0.0016079999999999998    -1937.2468777500162
0.0023817573235188384     0.0014616320980798683    0.0016079999999999996    -2009.8554872702575
