% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:42
% Dimension:          3
% Nodes:              2539
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Hy)
0.0025000000000000005     0.0061666666666666675    0.005608000000000002     -14.958089869192428
0.0025000000000000005     0.006205555555555556     0.005608000000000002     -12.476976166186278
0.0024754153711986884     0.0061754210656220655    0.005608000000000002     -14.180646188555627
0.0024754153711986884     0.006214309954510956     0.005608000000000002     -11.9883905659003
0.0025000000000000005     0.006244444444444446     0.005608000000000002     -10.237822769059395
0.0024754153711986884     0.006253198843399843     0.005608000000000002     -9.749237168773421
0.0025000000000000005     0.0062833333333333335    0.005608000000000002     -7.99866937193252
0.0024754153711986884     0.006292087732288733     0.005608000000000002     -7.510083771646542
0.0025                    0.006322222222222223     0.005608000000000001     -5.759515974805634
0.002475415371198688      0.006330976621177622     0.005608000000000002     -5.270930374519658
0.0025                    0.006361111111111112     0.005608000000000001     -3.520362577678757
0.002475415371198688      0.0063698655100665105    0.005608000000000001     -2.546211071002958
0.0025                    0.0064                   0.005608000000000001     -0.6406045902759395
0.0024508307423973764     0.006184175464577464     0.005608000000000002     -13.838984764444662
0.0024508307423973764     0.006223064353466353     0.005608000000000002     -11.499804965614329
0.0024508307423973764     0.006261953242355242     0.005608000000000002     -9.260651568487447
0.0024508307423973764     0.00630084213124413      0.005608000000000002     -7.021498171360566
0.0024508307423973755     0.006339731020133019     0.005608                 -4.451817551729979
0.002426246113596064      0.006192929863532862     0.005608000000000002     -13.497323340333695
0.002426246113596064      0.006231818752421752     0.005608000000000002     -11.011219365328351
0.002426246113596064      0.00627070764131064      0.005608000000000002     -8.772065968201472
0.002426246113596064      0.006309596530199529     0.005608000000000001     -6.357424032456997
0.002401661484794752      0.00620168426248826      0.005608000000000001     -13.15566191622273
0.002401661484794752      0.006240573151377149     0.005608000000000001     -10.522633765042375
0.0024016614847947515     0.0062794620402660374    0.005608                 -8.263030513184015
0.00237707685599344       0.006210438661443659     0.005608000000000001     -12.814000492111767
0.00237707685599344       0.006249327550332548     0.005608000000000001     -10.168636993911036
0.002352492227192128      0.006219193060399057     0.005608000000000001     -12.547268489410667
0.0023497723985252427     0.006189526846155775     0.005608000000000001     -13.647643136922548
0.002374357027326555      0.006180772447200376     0.005608000000000002     -13.952983866322926
0.002347052569858358      0.006159860631912492     0.005608000000000002     -14.212248197388316
0.00237163719865967       0.006151106232957093     0.005608000000000001     -14.551168310305586
0.002344332741191473      0.0061301944176692085    0.005608000000000001     -14.776853257854075
0.0023689173699927854     0.006121440018713811     0.005608000000000002     -15.149352754288255
0.0023416129125245883     0.006100528203425926     0.005608000000000001     -15.341458318319837
0.0023661975413259003     0.0060917738044705275    0.005608000000000001     -15.747537198270932
0.0023388930838577036     0.006070861989182644     0.005608000000000001     -15.906063378785598
0.0023634777126590157     0.006062107590227245     0.005608000000000001     -16.292036404533714
0.0023361732551908185     0.006041195774939361     0.005608000000000001     -16.47632704410922
0.0023989416561278672     0.006172018048244977     0.005608000000000001     -14.147721114258882
0.002396221827460982      0.006142351834001695     0.005608000000000002     -14.74590555824155
0.0023935019987940975     0.006112685619758413     0.005608000000000002     -15.34409000222421
0.0023907821701272124     0.006083019405515129     0.005608000000000001     -16.04944312805339
0.0024235262849291793     0.006163263649289579     0.005608000000000002     -14.34245836219483
0.0024208064562622946     0.006133597435046297     0.005608000000000002     -14.940642806177499
0.0024180866275954095     0.006103931220803015     0.005608000000000002     -15.806849851573052
0.0024481109137304913     0.006154509250334181     0.005608000000000002     -14.537195610130787
0.002445391085063606      0.006124843036090898     0.005608000000000002     -15.564256575092728
0.0024726955425318034     0.006145754851378783     0.005608000000000002     -15.3216632986124
0.002319162382989423      0.006213798391213762     0.005608000000000001     -12.831507808980032
0.0023164425543225385     0.006184132176970479     0.005608000000000002     -13.773410917208647
0.002285832538786719      0.006208403722028468     0.005608000000000002     -12.949118956273598
0.002283112710119834      0.006178737507785185     0.005608000000000001     -14.009782178959169
0.0022525026945840144     0.006203009052843172     0.005608000000000001     -13.066730103567156
0.0022497828659171293     0.00617334283859989      0.005608000000000002     -14.246153440709683
0.00221917285038131       0.006197614383657877     0.005608000000000001     -13.184341250860722
0.002216453021714425      0.006167948169414595     0.005608000000000001     -14.482524702460193
0.0021858430061786056     0.006192219714472582     0.005608000000000001     -13.30195239815428
0.0021831231775117205     0.0061625535002293       0.005608000000000001     -14.824258948242287
0.002152513161975901      0.006186825045287288     0.005608000000000001     -13.485092071308761
0.0023137227256556534     0.006154465962727196     0.005608                 -14.304436594157504
0.002280392881452949      0.006149071293541902     0.005608000000000001     -14.54080785590802
0.002247063037250245      0.006143676624356607     0.005608000000000002     -14.777179117658534
0.00221373319304754       0.006138281955171312     0.005608                 -15.090112187147337
0.002311002896988769      0.006124799748483914     0.005608000000000002     -14.835462271106358
0.0022776730527860646     0.006119405079298619     0.005608000000000002     -15.071833532856871
0.00224434320858336       0.006114010410113325     0.005608000000000001     -15.355965426052375
0.002308283068321884      0.006095133534240632     0.005608000000000001     -15.366487948055205
0.002274953224119179      0.0060897388650553354    0.005608                 -15.621818664957422
0.002305563239654999      0.006065467319997349     0.005608000000000001     -15.887671903862467
0.0023634777126590157     0.006023218701338357     0.005608000000000001     -16.38707329141918
0.0023907821701272124     0.006044130516626241     0.005608000000000002     -16.118294686362006
0.0023907821701272124     0.006005241627737351     0.005608000000000002     -16.136049786051124
0.0024180866275954095     0.006026153443025236     0.005608000000000002     -15.998238205910173
0.0024180866275954095     0.005987264554136347     0.005608000000000002     -15.885026280683064
0.002445391085063606      0.006008176369424231     0.005608000000000002     -15.878181725458347
0.002445391085063606      0.005969287480535343     0.005608000000000002     -15.634002775315004
0.0024726955425318034     0.005990199295823227     0.005608000000000002     -15.758125245006518
0.002472695542531803      0.005951310406934337     0.005608000000000002     -15.38297926994694
0.0025                    0.005972222222222222     0.005608000000000002     -15.63806876455469
0.0025                    0.005933333333333333     0.005608000000000002     -15.205242258798384
0.0024180866275954095     0.006065042331914124     0.005608000000000002     -16.036555329448063
0.002445391085063606      0.00604706525831312      0.005608000000000002     -15.91649884899623
0.0024726955425318034     0.0060290881847121156    0.005608000000000002     -15.796442368544401
0.0025                    0.006011111111111111     0.005608000000000002     -15.676385888092572
0.002445391085063606      0.0060859541472020095    0.005608000000000002     -15.954815972534114
0.0024726955425318034     0.006067977073601005     0.005608000000000002     -15.834759492082283
0.0025000000000000005     0.00605                  0.005608000000000002     -15.714703011630451
0.002472695542531804      0.006106865962489895     0.005608000000000002     -15.87307661562017
0.0025000000000000005     0.0060888888888888885    0.005608000000000002     -15.753020135168336
0.0025000000000000005     0.006127777777777779     0.005608000000000002     -15.791337258706218
0.002277777777777778      0.0064                   0.005608                 -0.3504155455284557
0.002290230186013503      0.0063698655100665105    0.005608000000000001     -2.6323410882315
0.002314814814814815      0.006400000000000001     0.005608000000000001     0
0.00232726722305054       0.0063698655100665105    0.005608000000000001     -2.0606451646131347
0.002302682594249228      0.00633973102013302      0.005608                 -4.584437903839446
0.0023397196312862647     0.00633973102013302      0.005608                 -4.1212903292262695
0.0023151350024849526     0.006309596530199529     0.005608                 -6.536534719447391
