% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 19 2023, 20:25
% Dimension:          3
% Nodes:              2746
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Hy)
0.002032684822881224      0.0057839522424041724    0.005608000000000001     -1.5361994742819596
0.0020390419771398175     0.005819658115363282     0.005608000000000001     -0.6321131579491084
0.002000404191863602      0.005804921951435363     0.005608000000000001     -0.5005714116137028
0.0020067613461221957     0.005840627824394473     0.005608000000000001     -0.2166523452338613
0.0020453991313984106     0.005855363988322392     0.005608000000000001     -0.373673684472736
0.0020131185003807893     0.005876333697353583     0.005608                 0.23483103428833282
0.002051756285657004      0.0058910698612815015    0.005608000000000001     -0.11523421099635775
0.0020194756546393824     0.005912039570312692     0.005608000000000001     0.6863144138104836
0.0020581134399155973     0.005926775734240612     0.005608                 0.1432052624800568
0.002025832808897976      0.005947745443271803     0.005608000000000001     0.9728803160671533
0.002064470594174191      0.0059624816071997214    0.005608000000000001     0.023596209327515206
0.0019681235608459803     0.005825891660466554     0.005608000000000001     0.083396985803593
0.001974480715104574      0.0058615975334256635    0.005608                 0.23335502234406758
0.0019808378693631674     0.005897303406384774     0.005608                 0.684838401866187
0.0019871950236217606     0.005933009279343883     0.005608000000000001     1.4030895763573703
0.0019358429298283587     0.005846861369497745     0.005608000000000001     0.6673653832208573
0.001942200084086952      0.005882567242456855     0.005608                 0.6833623899219768
0.0019485572383455456     0.005918273115415965     0.005608000000000001     1.8332988366476504
0.0019035622988107371     0.0058678310785289355    0.005608                 1.251333780638155
0.0019099194530693307     0.0059035369514880455    0.005608000000000001     2.263508096937856
0.0018712816677931153     0.005888800787560126     0.005608000000000001     2.5276904036041707
0.0020890596503191365     0.006111698719442691     0.005608000000000001     0.035765081212192136
0.002060039161657155      0.006107800020383233     0.005608000000000001     0.7964721534272959
0.0020841418390901475     0.0060818552969940974    0.005608000000000001     0.12775670019421662
0.0020551213504281657     0.006077956597934639     0.005608000000000001     0.8375167807318311
