% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 19 2023, 11:22
% Dimension:          3
% Nodes:              1688
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Hy)
0.0021666666666666666     0.0063999999999999994    0.001608                 -0.03803590638570068
0.0021820219809731266     0.006361755674590461     0.0016080000000000003    1.131818656530522
0.002214285714285714      0.0063999999999999994    0.0016080000000000003    -9.576537250814601E-14
0.0022296410285921747     0.00636175567459046      0.0016080000000000003    0.8813180497729578
0.002197377295279587      0.0063235113491809216    0.001608                 1.9244296996173889
0.002244996342898635      0.006323511349180922     0.001608                 1.762636099546011
0.0022127326095860472     0.006285267023771383     0.001608                 2.717040742704242
0.002260351657205095      0.006285267023771383     0.001608                 2.643954149319061
0.0022280879238925078     0.0062470226983618446    0.001608                 3.5096517857911183
0.0022757069715115554     0.006247022698361845     0.0016080000000000003    3.525272199092117
0.002243443238198968      0.006208778372952306     0.001608                 4.302262828877976
0.0022910622858180155     0.006208778372952306     0.001608                 4.4065902488651645
0.002258798552505428      0.0061705340475427676    0.001608                 5.094873871964831
0.0023064176001244756     0.006170534047542767     0.001608                 5.641755955349673
0.0022741538668118884     0.006132289722133228     0.001608                 5.921750967797898
0.002261904761904762      0.0063999999999999994    0.001608                 -7.94695290797698E-14
0.002277260076211222      0.006361755674590461     0.0016079999999999998    0.8813180497729729
0.0022926153905176824     0.006323511349180922     0.001608                 1.7626360995460266
0.0023079707048241425     0.006285267023771384     0.001608                 2.643954149319077
0.002323326019130603      0.0062470226983618446    0.001608                 3.525272199092136
0.002338681333437063      0.006208778372952306     0.001608                 4.752200966327652
0.0023095238095238095     0.0063999999999999994    0.001608                 -6.317368565139367E-14
0.00232487912383027       0.006361755674590461     0.001608                 0.8813180497729904
0.00234023443813673       0.006323511349180922     0.001608                 1.7626360995460422
0.00235558975244319       0.006285267023771383     0.001608                 2.6439541493190957
0.0023709450667496502     0.0062470226983618446    0.001608                 3.8626459773056534
0.002357142857142857      0.0063999999999999994    0.001608                 -4.6877842223017404E-14
0.0023724981714493176     0.006361755674590462     0.001608                 0.8813180497730075
0.0023878534857557777     0.006323511349180922     0.001608                 1.7626360995460586
0.002403208800062238      0.006285267023771383     0.001608                 2.9730909882836256
0.0024047619047619048     0.0064                   0.001608                 -3.058199879464123E-14
0.0024201172190683653     0.006361755674590461     0.001608                 0.8813180497730223
0.0024354725333748254     0.006323511349180922     0.001608                 2.083535999261615
0.0024523809523809524     0.0064                   0.001608                 -1.4286155366265114E-14
0.0024677362666874125     0.006361755674590461     0.001608                 1.1939810102396142
0.0025                    0.0064                   0.001608                 0.30442602121758716
0.0025000000000000005     0.006050000000000001     0.0016080000000000003    8.054509578203929
0.0025000000000000005     0.006100000000000001     0.0016080000000000005    6.518951422891655
0.0024677362666874134     0.006061755674590462     0.0016080000000000005    7.4494713798575685
0.0024677362666874134     0.006111755674590462     0.0016080000000000003    6.431726787753253
0.0025000000000000005     0.006150000000000001     0.001608                 5.533934859482264
0.0024677362666874125     0.006161755674590461     0.001608                 5.446710224343852
0.0025000000000000005     0.006200000000000001     0.001608                 4.548918296072854
0.0024677362666874134     0.006211755674590461     0.0016080000000000003    4.461693660934425
0.0025000000000000005     0.00625                  0.001608                 3.563901732663427
0.0024677362666874134     0.0062617556745904615    0.0016080000000000003    3.4766770975250094
0.0025000000000000005     0.0063                   0.001608                 2.578885169254007
0.0024677362666874125     0.006311755674590461     0.001608                 2.4916605341155895
0.0025000000000000005     0.006350000000000001     0.001608                 1.593868605844594
0.0024354725333748254     0.006073511349180923     0.001608                 7.233790874011887
0.0024354725333748254     0.006123511349180922     0.001608                 6.344502152614822
0.0024354725333748254     0.0061735113491809225    0.001608                 5.359485589205409
0.0024354725333748254     0.006223511349180923     0.0016080000000000003    4.3744690257959995
0.0024354725333748254     0.006273511349180923     0.001608                 3.3894524623865796
0.0024032088000622382     0.006085267023771384     0.001608                 7.018110368166195
0.0024032088000622382     0.006135267023771384     0.001608                 6.25727751747638
0.0024032088000622382     0.006185267023771384     0.0016080000000000003    5.272260954066971
0.0024032088000622382     0.006235267023771383     0.001608                 4.287244390657565
0.0023709450667496507     0.006097022698361845     0.001608                 6.802429862320555
0.0023709450667496507     0.006147022698361846     0.001608                 6.170052882337987
0.0023709450667496507     0.006197022698361845     0.001608                 5.185036318928566
0.002338681333437063      0.006108778372952307     0.001608                 6.586749356474848
0.002338681333437063      0.006158778372952306     0.001608                 6.082828247199521
0.002306417600124476      0.006120534047542768     0.001608                 6.3710688506291895
7.321727123280041E-4      0.006176133041791869     0.001608                 -5.171976268256815
7.466242296144798E-4      0.006208114035821602     0.0016080000000000003    -4.3373469971239285
6.990051819954321E-4      0.006208114035821602     0.0016080000000000003    -4.603281514988165
7.134566992819077E-4      0.006240095029851336     0.0016080000000000003    -3.6317525162704882
7.610757469009553E-4      0.006240095029851335     0.001608                 -3.651018325770605
7.279082165683833E-4      0.006272076023881069     0.001608                 -2.905402013016396
7.755272641874309E-4      0.006272076023881068     0.001608                 -2.964689654417306
7.42359733854859E-4       0.006304057017910801     0.001608                 -2.179051509762295
7.899787814739065E-4      0.006304057017910801     0.001608                 -2.2783609830640144
7.568112511413346E-4      0.006336038011940534     0.0016080000000000003    -1.452701006508196
8.044302987603822E-4      0.006336038011940534     0.001608                 -1.5920323117107131
7.712627684278102E-4      0.006368019005970267     0.001608                 -0.7263505032540978
8.188818160468577E-4      0.006368019005970267     0.001608                 -0.9057036403573997
7.857142857142857E-4      0.0063999999999999994    0.001608                 0
8.333333333333334E-4      0.0064                   0.001608                 0.1470096101849675
6.658376516628601E-4      0.006240095029851335     0.001608                 -3.8702045320779437
6.802891689493358E-4      0.006272076023881068     0.0016079999999999998    -2.905402013016396
6.947406862358113E-4      0.0063040570179108005    0.001608                 -2.179051509762295
7.09192203522287E-4       0.006336038011940535     0.001608                 -1.452701006508196
7.236437208087626E-4      0.006368019005970268     0.001608                 -0.726350503254098
7.380952380952382E-4      0.0064                   0.001608                 0
6.326701213302882E-4      0.006272076023881068     0.001608                 -3.1371275491677295
6.471216386167637E-4      0.006304057017910801     0.001608                 -2.179051509762295
6.615731559032395E-4      0.006336038011940534     0.001608                 -1.452701006508196
6.76024673189715E-4       0.006368019005970267     0.001608                 -0.726350503254098
6.904761904761906E-4      0.0063999999999999994    0.001608                 0
5.995025909977161E-4      0.006304057017910801     0.001608                 -2.404050566257525
6.139541082841918E-4      0.006336038011940534     0.001608                 -1.452701006508196
6.284056255706674E-4      0.006368019005970267     0.001608                 -0.726350503254098
6.428571428571429E-4      0.0063999999999999994    0.001608                 0
5.663350606651442E-4      0.006336038011940534     0.001608                 -1.6709735833473016
5.807865779516197E-4      0.006368019005970267     0.001608                 -0.7263505032540978
5.952380952380953E-4      0.0064                   0.001608                 0
5.331675303325721E-4      0.006368019005970267     0.001608                 -0.9378966004370942
5.476190476190477E-4      0.0063999999999999994    0.001608                 0
5.000000000000001E-4      0.0064                   0.001608                 -0.2048196175268762
0.0015000000000000002     0.006400000000000001     0.001608                 -0.057103842874598076
0.0015178220878367874     0.006357507897862114     0.0016080000000000003    0.42567582019865297
0.001547619047619048      0.006400000000000002     0.0016080000000000003    0.460102070838778
0.001565441135455835      0.006357507897862114     0.0016080000000000003    0.6468989239533011
0.0015356441756735743     0.006315015795724225     0.001608                 0.6438728195827073
0.001583263223292622      0.006315015795724225     0.001608                 0.8336957770677655
0.0015534662635103612     0.006272523693586336     0.001608                 0.8620698189667676
0.001601085311129409      0.006272523693586336     0.001608                 1.0204926301822856
0.0015712883513471485     0.006230031591448448     0.001608                 1.080266818350805
0.0016189073989661962     0.006230031591448449     0.0016080000000000003    1.2072894832967929
0.0015891104391839354     0.00618753948931056      0.001608                 1.2984638177348409
0.001636729486802983      0.00618753948931056      0.001608                 1.3940863364112626
0.0016069325270207224     0.006145047387172671     0.001608                 1.5166608171188949
0.00165455157463977       0.006145047387172671     0.001608                 1.5972186451892478
0.0016247546148575095     0.006102555285034783     0.001608                 1.5798616108771733
0.0015952380952380957     0.006400000000000001     0.001608                 0.3309327615999752
