% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:53
% Dimension:          3
% Nodes:              1951
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Hx)
6.810960895425763E-4      0.0051740473853861685    0.005608000000000001     -15.74917322990417
6.925800746188137E-4      0.005145039487821808     0.005608000000000001     -16.999248215460224
7.137664856681099E-4      0.00517747902732094      0.005608000000000001     -18.506200861463945
7.252504707443471E-4      0.005148471129756579     0.005608000000000002     -19.606326587677543
7.04064059695051E-4       0.005116031590257445     0.005608000000000002     -18.153429341200567
7.367344558205844E-4      0.005119463232192217     0.005608000000000001     -20.78102846457665
7.155480447712883E-4      0.005087023692693085     0.005608000000000001     -19.307610466940904
7.482184408968218E-4      0.005090455334627856     0.005608000000000002     -21.955730341475768
7.270320298475256E-4      0.005058015795128722     0.005608000000000001     -20.461791592681248
7.59702425973059E-4       0.005061447437063494     0.005608000000000001     -23.130432218374885
7.385160149237629E-4      0.005029007897564362     0.005608000000000001     -21.615972718421588
7.711864110492965E-4      0.0050324395394991325    0.005608000000000001     -24.786359518519312
7.500000000000002E-4      0.005                    0.005608000000000001     -23.206593921176246
7.464368817936434E-4      0.00518091066925571      0.005608000000000002     -20.82134947675799
7.579208668698806E-4      0.005151902771691349     0.005608                 -22.059648672846667
7.694048519461179E-4      0.005122894874126987     0.005608000000000001     -23.234350549745788
7.808888370223553E-4      0.0050938869765626265    0.005608000000000002     -24.409052426644898
7.923728220985925E-4      0.005064879078998264     0.005608                 -26.019725055934185
7.791072779191767E-4      0.005184342311190481     0.005608000000000001     -23.136498092052022
7.905912629954141E-4      0.00515533441362612      0.005608000000000002     -24.512970758015797
8.020752480716514E-4      0.005126326516061758     0.005608000000000002     -25.68767263491491
8.135592331478887E-4      0.005097318618497397     0.005608000000000001     -27.253090593349057
8.117776740447102E-4      0.005187773953125252     0.005608000000000001     -25.451646707346065
8.232616591209475E-4      0.005158766055560891     0.005608000000000001     -26.96629284318493
8.347456441971848E-4      0.005129758157996529     0.005608                 -28.486456130763937
8.444480701702437E-4      0.005191205595060023     0.005608000000000001     -27.766795322640096
8.55932055246481E-4       0.005162197697495662     0.005608000000000001     -29.71982166817881
8.771184662957771E-4      0.005194637236994794     0.005608000000000001     -30.539666571701574
7.083333333333336E-4      0.005                    0.005608000000000001     -18.936507996254328
6.968493482570963E-4      0.0050290078975643625    0.005608000000000002     -17.80284762167276
6.853653631808589E-4      0.005058015795128723     0.005608000000000001     -16.669187247091195
6.738813781046216E-4      0.005087023692693085     0.005608000000000002     -15.535526872509623
6.623973930283844E-4      0.005116031590257446     0.005608000000000001     -14.401866497928054
6.50913407952147E-4       0.005145039487821808     0.005608000000000001     -12.854821545634803
6.66666666666667E-4       0.005000000000000001     0.005608000000000002     -15.359222191188781
6.551826815904295E-4      0.005029007897564362     0.005608                 -14.225561816607211
6.436986965141923E-4      0.005058015795128722     0.005608000000000001     -13.091901442025645
6.322147114379549E-4      0.005087023692693085     0.005608000000000002     -11.958241067444078
6.207307263617176E-4      0.005116031590257445     0.005608                 -10.3888651336005
6.250000000000001E-4      0.005                    0.005608000000000001     -11.781936386123219
6.135160149237629E-4      0.005029007897564362     0.005608000000000002     -10.648276011541654
6.020320298475257E-4      0.005058015795128723     0.005608000000000002     -9.514615636960084
5.905480447712882E-4      0.005087023692693085     0.005608000000000001     -7.922908721566193
5.833333333333335E-4      0.005                    0.005608000000000001     -8.204650581057667
5.718493482570962E-4      0.005029007897564362     0.005608000000000001     -7.070990206476102
5.603653631808588E-4      0.005058015795128722     0.005608                 -5.456952309531889
5.416666666666669E-4      0.005                    0.005608000000000001     -4.627364775992103
5.301826815904295E-4      0.005029007897564362     0.005608000000000001     -2.990995897497583
5.000000000000001E-4      0.005                    0.005608000000000001     -0.5250394854632807
6.50913407952147E-4       0.005191706154488474     0.005608000000000001     -12.879621387110229
6.207307263617177E-4      0.0051626982569241125    0.005608000000000002     -9.953149574338493
6.207307263617176E-4      0.0052093649235907796    0.005608000000000002     -10.433277722545183
5.905480447712883E-4      0.005180357026026417     0.005608000000000001     -7.464862180753869
5.905480447712882E-4      0.005227023692693084     0.005608000000000001     -7.9869340579801325
5.603653631808589E-4      0.0051980157951287236    0.005608000000000002     -4.9765747871692465
5.603653631808589E-4      0.005244682461795389     0.005608000000000001     -5.54059039341509
5.301826815904296E-4      0.005215674564231028     0.005608000000000001     -2.488287393584624
5.301826815904295E-4      0.005262341230897695     0.005608000000000001     -3.094246728850039
5.000000000000002E-4      0.005233333333333334     0.005608000000000001     -1.1722439076043328E-16
5.000000000000002E-4      0.00528                  0.005608000000000001     -0.9921211155502999
5.905480447712882E-4      0.00513369035935975      0.005608                 -7.464862180753869
5.603653631808588E-4      0.0051513491284620565    0.005608000000000001     -4.9765747871692465
5.301826815904296E-4      0.005169007897564361     0.005608000000000002     -2.488287393584624
5.000000000000002E-4      0.005186666666666666     0.005608                 -8.95402667043278E-17
5.603653631808588E-4      0.005104682461795389     0.005608000000000002     -4.9765747871692465
5.301826815904296E-4      0.005122341230897695     0.005608000000000002     -2.4882873935846237
5.000000000000002E-4      0.0051400000000000005    0.005608000000000001     -6.185614264822131E-17
5.301826815904295E-4      0.005075674564231029     0.005608000000000001     -2.4882873935846237
5.000000000000001E-4      0.005093333333333333     0.005608                 -3.4172018592115187E-17
5.000000000000002E-4      0.005046666666666666     0.005608000000000001     -6.4878945360088945E-18
6.905180417106263E-4      0.005215381003149111     0.005608000000000001     -15.691176602428607
6.60335360120197E-4       0.005233039772251416     0.005608000000000002     -13.0344636436948
6.999399938786763E-4      0.005256714620912052     0.005608000000000002     -15.31934940057055
6.697573122882468E-4      0.0052743733900143565    0.005608000000000001     -12.751121481092254
7.093619460467261E-4      0.0052980482386749935    0.005608000000000001     -14.947522198712484
6.791792644562968E-4      0.005315707007777298     0.005608000000000002     -12.467779318489715
7.187838982147761E-4      0.005339381856437935     0.005608000000000001     -14.575694996854425
6.886012166243468E-4      0.005357040625540241     0.005608000000000001     -12.184437155887167
7.282058503828261E-4      0.005380715474200878     0.005608000000000001     -14.20386779499636
6.980231687923968E-4      0.005398374243303182     0.005608000000000001     -11.539563992148409
7.37627802550876E-4       0.0054220490919638185    0.005608000000000001     -13.64289482703799
6.301526785297676E-4      0.00525069854135372      0.005608                 -10.630063708149324
6.395746306978175E-4      0.005292032159116663     0.005608000000000001     -10.346721545546789
6.489965828658675E-4      0.005333365776879604     0.005608000000000002     -10.063379382944245
6.584185350339174E-4      0.005374699394642545     0.005608                 -9.529287528383824
5.999699969393383E-4      0.005268357310456026     0.005608000000000002     -8.225663772603856
6.093919491073882E-4      0.0053096909282189676    0.005608000000000002     -7.942321610001315
6.188139012754381E-4      0.005351024545981909     0.005608000000000001     -7.519011064619227
