% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 3 2023, 13:17
% Dimension:          3
% Nodes:              2539
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ez)
0.0019959126568695434     0.001534718753176286     0.010508                 -2773.629260995399
0.0019681050965114372     0.0015314223172516522    0.010508000000000002     -2928.0437474097926
0.001989884368319946      0.0015041127116211543    0.010508000000000002     -2880.15965820603
0.00196207680796184       0.001500816275696521     0.010508000000000002     -3082.77672003436
0.0019402975361533313     0.001528125881327019     0.010508                 -3110.4517914163425
0.0019342692476037337     0.0014975198397718871    0.010508                 -3265.4045268252194
0.001912489975795225      0.0015248294454023852    0.010508                 -3289.982467663449
0.0019064616872456277     0.0014942234038472536    0.010508                 -3444.8401058282243
0.001884682415437119      0.0015215330094777517    0.010508                 -3466.6357761511103
0.0018786541268875215     0.0014909269679226201    0.010508000000000002     -3621.0834570433717
0.0018568748550790127     0.0015182365735531183    0.010508                 -3640.4117168793255
0.0018508465665294154     0.0014876305319979867    0.010508000000000002     -3685.8014009800336
0.0018290672947209067     0.0015149401376284846    0.010508                 -3738.4248991745467
0.0019838560797703487     0.001473506670066023     0.010508                 -2963.988396105933
0.0019560485194122425     0.0014702102341413894    0.010508                 -3137.91326439046
0.0019282409590541364     0.001466913798216756     0.010508                 -3317.4742614685715
0.0019004333986960302     0.0014636173622921225    0.010508                 -3493.843030758826
0.001872625838337924      0.0014603209263674886    0.010508                 -3590.882413064207
0.001977827791220751      0.0014429006285108913    0.010508                 -2996.1891018076103
0.0019500202308626452     0.0014396041925862578    0.010508                 -3134.76931259723
0.001922212670504539      0.0014363077566616244    0.010508                 -3311.2634999625916
0.0018944051101464328     0.0014330113207369909    0.010508                 -3441.2532541942937
0.0019717995026711536     0.00141229458695576      0.010508                 -2976.7617753110635
0.0019439919423130476     0.0014089981510311265    0.010508                 -3073.344864654665
0.0019161843819549414     0.0014057017151064928    0.010508                 -3236.9139243702884
0.0019657712141215563     0.0013816885454006286    0.010508                 -2905.706416616291
0.0019379636537634503     0.001378392109475995     0.010508000000000002     -2977.8644235921975
0.001959742925571959      0.001351082503845497     0.010508                 -2786.7733773617306
0.0020241257828924643     0.0015195049091701958    0.010508000000000002     -2671.61088740206
0.002018097494342867      0.0014888988676150644    0.010508000000000002     -2729.9454766199783
0.0020120692057932696     0.0014582928260599328    0.010508                 -2818.8078625142257
0.0020060409172436722     0.0014276867845048015    0.010508                 -2862.6946801613594
0.002000012628694075      0.0013970807429496699    0.010508000000000002     -2861.605929561377
0.0019939843401444775     0.0013664747013945385    0.010508000000000002     -2817.8934871123665
0.0020523389089153856     0.001504291065164106     0.010508                 -2520.31149447814
0.002046310620365788      0.0014736850236089743    0.010508                 -2576.7270965561697
0.0020402823318161904     0.0014430789820538427    0.010508                 -2644.997746613717
0.002034254043266593      0.0014124729404987111    0.010508                 -2668.292828424147
0.0020282257547169953     0.0013818668989435796    0.010508                 -2667.3922497802064
0.002080552034938306      0.0014890772211580156    0.010508                 -2347.6957634032888
0.0020745237463887086     0.001458471179602884     0.010508                 -2403.7074907649976
0.0020684954578391113     0.0014278651380477529    0.010508                 -2451.386404985841
0.002062467169289514      0.0013972590964926213    0.010508                 -2490.2247695331093
0.0021087651609612273     0.0014738633771519255    0.010508                 -2153.763694177507
0.00210273687241163       0.0014432573355967942    0.010508                 -2210.886659246458
0.002096708583862032      0.0014126512940416626    0.010508                 -2286.391046371075
0.002136978286984148      0.0014586495331458354    0.010508                 -1938.5152868007954
0.002130949998434551      0.0014280434915907038    0.010508000000000002     -2055.8910802941045
0.002165191413007069      0.0014434356891397453    0.010508                 -1795.3038056840735
0.0021305709943993576     0.0012227864674390753    0.010508                 -1194.4718220672255
0.0021363410641673094     0.0012595613377225205    0.010508000000000002     -1328.692289626063
0.0021020996495947912     0.001244169140173479     0.010508000000000002     -1487.9572801932995
0.002107869719362743      0.001280944010456924     0.010508000000000002     -1673.4645712445083
0.0021421111339352617     0.0012963362080059652    0.010508                 -1507.4975428283576
0.002113639789130695      0.001317718880740369     0.010508                 -1841.3481931526726
0.002147881203703213      0.0013331110782894102    0.010508                 -1653.3258325309575
0.002119409858898647      0.001354493751023814     0.010508                 -1970.6515650125855
0.0021536512734711653     0.0013698859485728552    0.010508                 -1766.177158733865
0.002125179928666599      0.0013912686213072589    0.010508000000000002     -2061.374686824247
0.002159421343239117      0.0014066608188563002    0.010508                 -1846.0515214370785
0.002073628304790225      0.0012655518129078827    0.010508                 -1780.9067353504388
0.0020793983745581767     0.0013023266831913276    0.010508                 -1971.748282951736
0.0020851684443261285     0.0013391015534747726    0.010508                 -2131.3485237199266
0.0020909385140940803     0.0013758764237582176    0.010508                 -2252.368514439866
0.002045156959985658      0.0012869344856422861    0.010508                 -2065.372193522364
0.0020509270297536103     0.0013237093559257311    0.010508                 -2262.3063188984697
0.002056697099521562      0.0013604842262091763    0.010508                 -2413.6231785266864
0.0020166856151810917     0.0013083171583766896    0.010508                 -2341.353654709076
0.002022455684949044      0.0013450920286601348    0.010508                 -2545.1386790847087
0.0019882142703765253     0.0013296998311110933    0.010508                 -2608.8511189105757
0.0019264200583653246     0.0013411464260957707    0.010508000000000002     -2872.58790807936
0.001904640786556816      0.0013684560317262688    0.010508000000000002     -3188.774551093711
0.0018828615147483071     0.0013957656373567665    0.010508                 -3439.587220145198
0.0018610822429397985     0.0014230752429872646    0.010508                 -3636.3186518001976
0.0018393029711312899     0.0014503848486177623    0.010508000000000002     -3778.9688460587095
0.001817523699322781      0.0014776944542482604    0.010508000000000002     -3920.300582379238
0.0018930971911586903     0.0013312103483460443    0.010508                 -3023.1727642042365
0.0018713179193501814     0.0013585199539765422    0.010508                 -3362.662719316085
0.001849538647541673      0.00138582955960704      0.010508                 -3639.3213776073826
0.0018277593757331642     0.001413139165237538     0.010508                 -3861.8987985021936
0.0018059801039246553     0.0014404487708680358    0.010508                 -4049.063276873814
0.001859774323952056      0.0013212742705963178    0.010508                 -3161.187088609662
0.0018379950521435473     0.0013485838762268157    0.010508                 -3523.75343128875
0.0018162157803350387     0.0013758934818573136    0.010508                 -3826.2580788198597
0.0017944365085265299     0.0014032030874878115    0.010508                 -4052.174888744268
0.0018264514567454216     0.0013113381928465913    0.010508                 -3286.6308812956368
0.001804672184936913      0.0013386477984770892    0.010508                 -3672.0466870117057
0.0017828929131284042     0.0013659574041075871    0.010508                 -3929.6354179905957
0.0017931285895387873     0.0013014021150968649    0.010508                 -3399.504142262159
0.0017713493177302787     0.001328711720727363     0.010508000000000002     -3681.444864612802
0.001759805722332153      0.0012914660373471384    0.010508                 -3404.6638797117703
0.001982867638628301      0.0015626552258196102    0.010508000000000002     -2800.873651513698
0.001955060078270195      0.001559358789894977     0.010508000000000002     -2939.709802686758
0.001969822620387058      0.0015905916984629348    0.010508                 -2803.441157924945
0.0019420150600289521     0.0015872952625383013    0.010508                 -2932.3523778794897
0.0019567776021458157     0.001618528171106259     0.010508                 -2749.9453119284553
0.0019289700417877095     0.0016152317351816256    0.010508                 -2864.655540868856
0.0019437325839045732     0.0016464646437495834    0.010508                 -2640.3861135242305
0.001915925023546467      0.00164316820782495      0.010508000000000002     -2736.619291654854
0.0019306875656633304     0.0016744011163929077    0.010508                 -2474.7635627122677
0.0019028800053052244     0.0016711046804682743    0.010508000000000002     -2548.3055583743353
0.001917642547422088      0.001702337589036232     0.010508                 -2285.87415260103
0.0019272525179120886     0.0015560623539703433    0.010508                 -3114.2005551235643
0.0019142074996708462     0.0015839988266136676    0.010508                 -3102.212411243613
0.0019011624814296035     0.001611935299256992     0.010508                 -3029.8848551602932
0.0018881174631883609     0.0016398717719003162    0.010508                 -2897.0884718539387
0.0018994449575539824     0.0015527659180457096    0.010508                 -3286.128799829338
0.00188639993931274       0.0015807023906890339    0.010508                 -3269.509936876702
0.0018733549210714973     0.0016086388633323582    0.010508                 -3192.3201555519795
0.0018716373971958764     0.001549469482121076     0.010508                 -3455.494536804078
0.0018585923789546338     0.0015774059547644004    0.010508                 -3434.000609468456
0.0018438298368377703     0.0015461730461964426    0.010508000000000002     -3622.1298336033683
0.0018842477543880528     0.0017021733890022076    0.010508000000000002     -2357.578040060021
0.0018694852122711895     0.0016709404804342498    0.010508000000000002     -2685.5779907307624
0.0018508529613540181     0.001702009188968183     0.010508                 -2481.670653152861
0.0018360904192371544     0.0016707762804002249    0.010508                 -2823.5101583298733
0.001817458168319983      0.0017018449889341582    0.010508                 -2606.8796797279992
0.0018026956262031197     0.0016706120803662004    0.010508                 -2962.1639893085216
0.001784063375285948      0.0017016807889001337    0.010508                 -2733.20511978544
0.0017693008331690846     0.001670447880332176     0.010508000000000002     -3101.539483666703
0.0017506685822519133     0.0017015165888661092    0.010508                 -2860.646973325179
0.0017359060401350497     0.0016702836802981514    0.010508000000000002     -3149.6059787096087
0.0017172737892178782     0.0017013523888320845    0.010508                 -2863.487866733727
0.0018547226701543258     0.0016397075718662917    0.010508                 -3053.1111936770244
0.001821327877120291      0.0016395433718322673    0.010508                 -3209.984993899311
0.0017879330840862562     0.0016393791717982426    0.010508                 -3367.5804575011352
0.0017545382910522209     0.0016392149717642179    0.010508                 -3453.1819981587228
0.0018399601280374624     0.0016084746632983337    0.010508                 -3367.1824188491896
0.0018065653350034276     0.0016083104632643092    0.010508                 -3542.997851694654
0.0017731705419693925     0.0016081462632302845    0.010508                 -3663.8171702538184
0.001825197585920599      0.001577241754730376     0.010508                 -3627.7916662472585
0.0017918027928865638     0.0015770775546963512    0.010508                 -3781.5114949948966
0.0018104350438037354     0.001546008846162418     0.010508000000000002     -3806.264972381958
0.0016111111111111113     0.0019                   0.010508                 233.9743823723779
0.0016288048907955725     0.0018668920648053475    0.010508000000000002     -487.6086898275792
0.0016481481481481486     0.0018999999999999998    0.010508000000000002     1.236106553911761E-12
0.0016658419278326093     0.0018668920648053475    0.010508000000000002     -607.8698077101459
0.0016464986704800336     0.001833784129610695     0.010508                 -1098.542267764651
0.0016835357075170704     0.0018337841296106948    0.010508                 -1160.5048774994787
0.0016641924501644948     0.0018006761944160423    0.010508                 -1651.741720588563
0.0017012294872015316     0.001800676194416042     0.010508                 -1657.9052093679989
0.001681886229848956      0.0017675682592213898    0.010508                 -2147.207048299315
0.0017189232668859927     0.0017675682592213898    0.010508000000000002     -2100.070803315703
0.001699580009533417      0.001734460324026737     0.010508                 -2584.9382508969093
0.0017366170465704543     0.001734460324026737     0.010508000000000002     -2534.0227941595595
0.0016851851851851854     0.0019                   0.010508                 1.2232783951066734E-12
0.0017028789648696463     0.0018668920648053473    0.010508                 -583.2610220593117
0.0017205727445541075     0.0018337841296106948    0.010508                 -1111.2873061978112
0.0017382665242385688     0.0018006761944160423    0.010508                 -1584.078852415495
0.0017559603039230297     0.0017675682592213895    0.010508                 -2021.0684666557825
0.0017222222222222222     0.0018999999999999998    0.010508                 1.207338576007772E-12
0.0017399160019066834     0.0018668920648053473    0.010508                 -558.6522364084781
0.0017576097815911445     0.0018337841296106948    0.010508                 -1062.069734896143
0.0017753035612756056     0.001800676194416042     0.010508                 -1500.14144417001
0.0017592592592592595     0.0018999999999999998    0.010508                 1.1882870966150553E-12
0.0017769530389437206     0.0018668920648053473    0.010508                 -534.0434507576433
