% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:42
% Dimension:          3
% Nodes:              2539
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Hz)
0.0025000000000000005     0.0061666666666666675    0.005608000000000002     -2.505830502353382
0.0025000000000000005     0.006205555555555556     0.005608000000000002     -4.011268887761441
0.0024754153711986884     0.0061754210656220655    0.005608000000000002     -3.24184291046856
0.0024754153711986884     0.006214309954510956     0.005608000000000002     -4.774526979934277
0.0025000000000000005     0.006244444444444446     0.005608000000000002     -5.094717886298226
0.0024754153711986884     0.006253198843399843     0.005608000000000002     -5.857975978471062
0.0025000000000000005     0.0062833333333333335    0.005608000000000002     -6.17816688483501
0.0024754153711986884     0.006292087732288733     0.005608000000000002     -6.941424977007845
0.0025                    0.006322222222222223     0.005608000000000001     -7.261615883371795
0.002475415371198688      0.006330976621177622     0.005608000000000002     -8.024873975544631
0.0025                    0.006361111111111112     0.005608000000000001     -8.345064881908582
0.002475415371198688      0.0063698655100665105    0.005608000000000001     -8.554706910238453
0.0025                    0.0064                   0.005608000000000001     -8.684385365254416
0.0024508307423973764     0.006184175464577464     0.005608000000000002     -4.091007621476896
0.0024508307423973764     0.006223064353466353     0.005608000000000002     -5.537785072107113
0.0024508307423973764     0.006261953242355242     0.005608000000000002     -6.621234070643898
0.0024508307423973764     0.00630084213124413      0.005608000000000002     -7.704683069180683
0.0024508307423973755     0.006339731020133019     0.005608                 -8.425028455222488
0.002426246113596064      0.006192929863532862     0.005608000000000002     -4.940172332485231
0.002426246113596064      0.006231818752421752     0.005608000000000002     -6.301043164279946
0.002426246113596064      0.00627070764131064      0.005608000000000002     -7.384492162816732
0.002426246113596064      0.006309596530199529     0.005608000000000001     -8.295350000206527
0.002401661484794752      0.00620168426248826      0.005608000000000001     -5.789337043493568
0.002401661484794752      0.006240573151377149     0.005608000000000001     -7.064301256452786
0.0024016614847947515     0.0062794620402660374    0.005608                 -8.16567154519056
0.00237707685599344       0.006210438661443659     0.005608000000000001     -6.638501754501901
0.00237707685599344       0.006249327550332548     0.005608000000000001     -8.035993090174603
0.002352492227192128      0.006219193060399057     0.005608000000000001     -7.749766892907472
0.0023497723985252427     0.006189526846155775     0.005608000000000001     -6.02042577073601
0.002374357027326555      0.006180772447200376     0.005608000000000002     -5.226437880303639
0.002347052569858358      0.006159860631912492     0.005608000000000002     -4.700750431750727
0.00237163719865967       0.006151106232957093     0.005608000000000001     -3.9199826016923094
0.002344332741191473      0.0061301944176692085    0.005608000000000001     -3.381075092765448
0.0023689173699927854     0.006121440018713811     0.005608000000000002     -2.61352732308098
0.0023416129125245883     0.006100528203425926     0.005608000000000001     -2.06139975378017
0.0023661975413259003     0.0060917738044705275    0.005608000000000001     -1.3070720444696504
0.0023388930838577036     0.006070861989182644     0.005608000000000001     -0.7417244147948875
0.0023634777126590157     0.006062107590227245     0.005608000000000001     0.34989806436013726
0.0023361732551908185     0.006041195774939361     0.005608000000000001     1.111382164716713
0.0023989416561278672     0.006172018048244977     0.005608000000000001     -4.291366550459804
0.002396221827460982      0.006142351834001695     0.005608000000000002     -2.9849112718484756
0.0023935019987940975     0.006112685619758413     0.005608000000000002     -1.678455993237145
0.0023907821701272124     0.006083019405515129     0.005608000000000001     -0.17904871029544026
0.0024235262849291793     0.006163263649289579     0.005608000000000002     -3.3562952206159697
0.0024208064562622946     0.006133597435046297     0.005608000000000002     -2.04983994200464
0.0024180866275954095     0.006103931220803015     0.005608000000000002     -0.7079954849510158
0.0024481109137304913     0.006154509250334181     0.005608000000000002     -2.4212238907721355
0.002445391085063606      0.006124843036090898     0.005608000000000002     -1.2369422596065922
0.0024726955425318034     0.006145754851378783     0.005608000000000002     -1.7658890342621676
0.002319162382989423      0.006213798391213762     0.005608000000000001     -8.985231628657374
0.0023164425543225385     0.006184132176970479     0.005608000000000002     -7.188942239205797
0.002285832538786719      0.006208403722028468     0.005608000000000002     -10.23634290458411
0.002283112710119834      0.006178737507785185     0.005608000000000001     -8.498542147087052
0.0022525026945840144     0.006203009052843172     0.005608000000000001     -11.487454180510852
0.0022497828659171293     0.00617334283859989      0.005608000000000002     -9.808142054968311
0.00221917285038131       0.006197614383657877     0.005608000000000001     -12.738565456437591
0.002216453021714425      0.006167948169414595     0.005608000000000001     -11.117741962849571
0.0021858430061786056     0.006192219714472582     0.005608000000000001     -13.989676732364321
0.0021831231775117205     0.0061625535002293       0.005608000000000001     -13.142305631748545
0.002152513161975901      0.006186825045287288     0.005608000000000001     -16.159628500920014
0.0023137227256556534     0.006154465962727196     0.005608                 -5.856046839846567
0.002280392881452949      0.006149071293541902     0.005608000000000001     -7.165646747727823
0.002247063037250245      0.006143676624356607     0.005608000000000002     -8.475246655609084
0.00221373319304754       0.006138281955171312     0.005608                 -10.286718747739073
0.002311002896988769      0.006124799748483914     0.005608000000000002     -4.523151440487342
0.0022776730527860646     0.006119405079298619     0.005608000000000002     -5.832751348368597
0.00224434320858336       0.006114010410113325     0.005608000000000001     -7.4311318637296
0.002308283068321884      0.006095133534240632     0.005608000000000001     -3.190256041128108
0.002274953224119179      0.0060897388650553354    0.005608                 -4.575544979720132
0.002305563239654999      0.006065467319997349     0.005608000000000001     -1.7199580957106673
0.0023634777126590157     0.006023218701338357     0.005608000000000001     2.8688193902210077
0.0023907821701272124     0.006044130516626241     0.005608000000000002     2.1810521749789684
0.0023907821701272124     0.006005241627737351     0.005608000000000002     4.378555382236229
0.0024180866275954095     0.006026153443025236     0.005608000000000002     3.661691455379342
0.0024180866275954095     0.005987264554136347     0.005608000000000002     5.888291374251443
0.002445391085063606      0.006008176369424231     0.005608000000000002     5.142330735779716
0.002445391085063606      0.005969287480535343     0.005608000000000002     7.398027366266659
0.0024726955425318034     0.005990199295823227     0.005608000000000002     6.622970016180091
0.002472695542531803      0.005951310406934337     0.005608000000000002     8.90776335828188
0.0025                    0.005972222222222222     0.005608000000000002     8.103609296580466
0.0025                    0.005933333333333333     0.005608000000000002     10.461919321033664
0.0024180866275954095     0.006065042331914124     0.005608000000000002     1.49454257443531
0.002445391085063606      0.00604706525831312      0.005608000000000002     2.9751818548356845
0.0024726955425318034     0.0060290881847121156    0.005608000000000002     4.455821135236059
0.0025                    0.006011111111111111     0.005608000000000002     5.936460415636432
0.002445391085063606      0.0060859541472020095    0.005608000000000002     0.8080329738916538
0.0024726955425318034     0.006067977073601005     0.005608000000000002     2.2886722542920266
0.0025000000000000005     0.00605                  0.005608000000000002     3.7693115346924015
0.002472695542531804      0.006106865962489895     0.005608000000000002     0.12152337334799442
0.0025000000000000005     0.0060888888888888885    0.005608000000000002     1.6021626537483693
0.0025000000000000005     0.006127777777777779     0.005608000000000002     -0.564986227195662
0.002277777777777778      0.0064                   0.005608                 -14.64456094089798
0.002290230186013503      0.0063698655100665105    0.005608000000000001     -13.434292040139457
0.002314814814814815      0.006400000000000001     0.005608000000000001     -12.867641624630181
0.00232726722305054       0.0063698655100665105    0.005608000000000001     -11.942998666048865
0.002302682594249228      0.00633973102013302      0.005608                 -12.403560012394884
0.0023397196312862647     0.00633973102013302      0.005608                 -11.018355707467544
0.0023151350024849526     0.006309596530199529     0.005608                 -11.372827984650298
0.00235217203952199       0.006309596530199529     0.005608000000000001     -10.093712748886222
0.002327587410720678      0.006279462040266038     0.005608                 -10.342095956905716
0.002364624447757715      0.006279462040266038     0.005608000000000001     -9.169069790304903
0.0023400398189564026     0.006249327550332548     0.005608                 -9.311363929161136
0.002351851851851852      0.006400000000000001     0.005608                 -11.882164669716836
0.0023643042600875767     0.00636986551006651      0.005608                 -10.95752171113552
0.002376756668323302      0.006339731020133019     0.005608                 -10.0328787525542
0.002389209076559027      0.006309596530199529     0.005608000000000001     -9.10823579397288
0.002388888888888889      0.0064                   0.005608                 -10.896687714803495
0.002401341297124614      0.0063698655100665105    0.005608                 -9.972044756222175
0.0024137937053603387     0.00633973102013302      0.005608000000000001     -9.047401797640855
0.002425925925925926      0.006400000000000001     0.005608                 -9.911210759890151
0.002438378334161651      0.0063698655100665105    0.005608000000000001     -8.98656780130883
0.002462962962962963      0.0064                   0.005608                 -8.925733804976812
0.0023067099747536984     0.006243932881147252     0.005608000000000002     -10.585446715657575
0.0022942575665179732     0.006274067371080743     0.005608000000000001     -11.72226781256541
0.0022818051582822485     0.006304201861014234     0.005608000000000001     -12.859088909473249
0.0022693527500465232     0.006334336350947724     0.005608000000000001     -13.995910006381092
0.0022569003418107985     0.006364470840881215     0.005608000000000001     -15.214268459638921
0.002273380130550994      0.006238538211961957     0.005608                 -11.778069359629793
0.0022609277223152686     0.0062686727018954475    0.005608                 -12.914890456537627
0.002248475314079544      0.00629880719182894      0.005608                 -14.051711553445466
0.0022360229058438186     0.006328941681762429     0.005608                 -15.388254797702668
0.002240050286348289      0.006233143542776663     0.005608000000000001     -12.970692003602004
0.002227597878112565      0.006263278032710154     0.005608000000000001     -14.10751310050983
0.0022151454698768397     0.006293412522643644     0.005608                 -15.5622411357664
0.002206720442145585      0.0062277488735913685    0.005608000000000001     -14.163314647574223
0.00219426803390986       0.006257883363524858     0.005608                 -15.73622747383013
