% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:51
% Dimension:          3
% Nodes:              1951
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ex)
6.810960895425763E-4      0.0051740473853861685    0.005608000000000001     -111.47726942195732
6.925800746188137E-4      0.005145039487821808     0.005608000000000001     -96.0263663731646
7.137664856681099E-4      0.00517747902732094      0.005608000000000001     -111.30610092175405
7.252504707443471E-4      0.005148471129756579     0.005608000000000002     -92.28721458849185
7.04064059695051E-4       0.005116031590257445     0.005608000000000002     -76.54721028020325
7.367344558205844E-4      0.005119463232192217     0.005608000000000001     -72.86824479269056
7.155480447712883E-4      0.005087023692693085     0.005608000000000001     -56.00544485598906
7.482184408968218E-4      0.005090455334627856     0.005608000000000002     -52.280281671763305
7.270320298475256E-4      0.005058015795128722     0.005608000000000001     -34.40107010052207
7.59702425973059E-4       0.005061447437063494     0.005608000000000001     -30.52332522571006
7.385160149237629E-4      0.005029007897564362     0.005608000000000001     -11.73408601380227
7.711864110492965E-4      0.0050324395394991325    0.005608000000000001     -13.088475089582374
7.500000000000002E-4      0.005                    0.005608000000000001     7.997004936114171
7.464368817936434E-4      0.00518091066925571      0.005608000000000002     -115.90311670806975
7.579208668698806E-4      0.005151902771691349     0.005608                 -97.58760893819152
7.694048519461179E-4      0.005122894874126987     0.005608000000000001     -78.59055653157594
7.808888370223553E-4      0.0050938869765626265    0.005608000000000002     -58.424510799834366
7.923728220985925E-4      0.005064879078998264     0.005608                 -36.37092289071656
7.791072779191767E-4      0.005184342311190481     0.005608000000000001     -120.41607438119979
7.905912629954141E-4      0.00515533441362612      0.005608000000000002     -102.80453741695283
8.020752480716514E-4      0.005126326516061758     0.005608000000000002     -84.22940239952293
8.135592331478887E-4      0.005097318618497397     0.005608000000000001     -57.851835999231255
8.117776740447102E-4      0.005187773953125252     0.005608000000000001     -124.84497394114427
8.232616591209475E-4      0.005158766055560891     0.005608000000000001     -107.93800002477579
8.347456441971848E-4      0.005129758157996529     0.005608                 -77.53121441512658
8.444480701702437E-4      0.005191205595060023     0.005608000000000001     -129.18981538790314
8.55932055246481E-4       0.005162197697495662     0.005608000000000001     -95.4090581384024
8.771184662957771E-4      0.005194637236994794     0.005608000000000001     -106.87226056852036
7.083333333333336E-4      0.005                    0.005608000000000001     0
6.968493482570963E-4      0.0050290078975643625    0.005608000000000002     -23.200393501647255
6.853653631808589E-4      0.005058015795128723     0.005608000000000001     -45.44456166591483
