% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 19 2023, 11:17
% Dimension:          3
% Nodes:              1688
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Hz)
0.001739047872793132      0.005827892223864421     0.005608000000000001     0.3996348793674813
0.001773244014511185      0.005864537376266771     0.005608000000000001     -0.6828416985232539
0.0017227202645166144     0.005867129804031616     0.005608000000000001     -0.7825847789211302
0.0017569164062346675     0.0059037749564339655    0.005608000000000001     -1.679645088131552
0.0018074401562292383     0.005901182528669121     0.005608000000000002     -2.217001372695794
0.0017911125479527206     0.005940420108836316     0.005608000000000001     -3.0900889084435725
0.0018416362979472912     0.005937827681071471     0.005608                 -3.7511610468683263
0.0018253086896707735     0.005977065261238665     0.005608000000000001     -4.500532728755568
0.0018758324396653443     0.005974472833473821     0.005608000000000001     -5.285320721040868
0.0018595048313888268     0.006013710413641016     0.005608000000000001     -5.910976549067599
0.0019100285813833974     0.0060111179858761705    0.005608000000000002     -6.819480395213417
0.00189370097310688       0.006050355566043365     0.005608000000000001     -7.321420369379609
0.0019442247231014505     0.00604776313827852      0.005608000000000001     -8.353640069385957
0.0019278971148249328     0.006087000718445715     0.005608                 -9.13994214086743
0.0019784208648195036     0.00608440829068087      0.005608000000000001     -10.604170935928185
0.0017063926562400971     0.00590636738419881      0.005608000000000002     -1.2007591928577996
0.00174058879795815       0.0059430125366011595    0.005608                 -2.2692135457030815
0.001774784939676203      0.00597965768900351      0.005608                 -3.679657366015089
0.0018089810813942562     0.00601630284140586      0.005608000000000002     -5.090101186327114
0.0018431772231123095     0.00605294799380821      0.005608000000000002     -6.5005450066391415
0.0018773733648303624     0.006089593146210559     0.005608000000000002     -8.165256497213075
0.0016900650479635794     0.005945604964366005     0.005608                 -1.618933606794466
0.0017242611896816323     0.005982250116768355     0.005608                 -2.8587820032746016
0.0017584573313996856     0.006018895269170705     0.005608000000000002     -4.269225823586632
0.0017926534731177385     0.006055540421573054     0.005608                 -5.679669643898642
0.0018268496148357918     0.006092185573975404     0.005608                 -7.190570853558722
0.001673737439687062      0.005984842544533199     0.005608000000000001     -2.037108020731144
0.0017079335814051153     0.00602148769693555      0.005608000000000002     -3.4483504608461457
0.0017421297231231681     0.006058132849337899     0.005608000000000001     -4.858794281158156
0.0017763258648412212     0.006094778001740249     0.005608                 -6.215885209904368
0.0016574098314105445     0.006024080124700394     0.005608000000000002     -2.4552824346678177
0.0016916059731285976     0.006060725277102744     0.005608000000000001     -4.03791891841768
0.0017258021148466507     0.006097370429505094     0.005608000000000002     -5.241199566250012
0.001641082223134027      0.006063317704867588     0.005608000000000001     -2.873456848604501
0.0016752783648520799     0.006099962857269938     0.005608                 -4.2665139225956565
0.0016247546148575095     0.006102555285034783     0.005608000000000001     -3.1193325724864365
0.0025000000000000005     0.006050000000000001     0.005608000000000002     -13.482909894158162
0.0025000000000000005     0.006100000000000001     0.005608000000000002     -15.488925843576581
0.0024677362666874134     0.006061755674590462     0.005608000000000002     -13.803292578979079
0.0024677362666874134     0.006111755674590462     0.005608000000000001     -15.803979370935222
0.0025000000000000005     0.006150000000000001     0.005608000000000002     -17.011935775032228
0.0024677362666874125     0.006161755674590461     0.005608000000000001     -17.326989302390857
0.0025000000000000005     0.006200000000000001     0.005608000000000001     -18.53494570648788
0.0024677362666874134     0.006211755674590461     0.005608000000000001     -18.849999233846514
0.0025000000000000005     0.00625                  0.005608000000000002     -20.057955637943525
0.0024677362666874134     0.0062617556745904615    0.005608000000000001     -20.37300916530215
0.0025000000000000005     0.0063                   0.005608000000000002     -21.58096556939916
0.0024677362666874125     0.006311755674590461     0.005608000000000001     -21.896019096757783
0.0025000000000000005     0.006350000000000001     0.005608000000000001     -23.103975500854816
0.0024677362666874125     0.006361755674590461     0.005608                 -22.910679397252657
0.0025                    0.0064                   0.005608000000000001     -23.920119832967636
0.0024354725333748254     0.006073511349180923     0.005608000000000002     -14.175945306758369
0.0024354725333748254     0.006123511349180922     0.005608000000000002     -16.119032898293845
0.0024354725333748254     0.0061735113491809225    0.005608000000000002     -17.6420428297495
0.0024354725333748254     0.006223511349180923     0.005608000000000002     -19.165052761205146
0.0024354725333748254     0.006273511349180923     0.005608000000000002     -20.688062692660793
0.0024354725333748254     0.006323511349180922     0.005608000000000002     -21.901238961537715
0.0024032088000622382     0.006085267023771384     0.005608000000000001     -14.548598034537655
0.0024032088000622382     0.006135267023771384     0.005608000000000002     -16.434086425652495
0.0024032088000622382     0.006185267023771384     0.005608000000000002     -17.957096357108135
0.0024032088000622382     0.006235267023771383     0.005608                 -19.480106288563775
0.002403208800062238      0.006285267023771383     0.005608                 -20.891798525822743
0.0023709450667496507     0.006097022698361845     0.005608000000000002     -14.921250762316943
0.0023709450667496507     0.006147022698361846     0.005608000000000002     -16.749139953011124
0.0023709450667496507     0.006197022698361845     0.005608000000000001     -18.272149884466764
0.0023709450667496502     0.0062470226983618446    0.005608                 -19.88235809010778
0.002338681333437063      0.006108778372952307     0.005608000000000002     -15.293903490096227
0.002338681333437063      0.006158778372952306     0.005608000000000001     -17.064193480369763
0.002338681333437063      0.006208778372952306     0.005608000000000002     -18.872917654392822
0.002306417600124476      0.006120534047542768     0.005608000000000001     -15.6665562178755
0.0023064176001244756     0.006170534047542767     0.005608                 -17.863477218677858
0.0022741538668118884     0.006132289722133228     0.005608000000000001     -16.342803244466342
0.0015000000000000002     0.006400000000000001     0.005608000000000001     0.08772558559771833
0.0015178220878367874     0.006357507897862114     0.005608000000000001     -0.5457117832904733
0.001547619047619048      0.006400000000000002     0.005608000000000001     -1.939407178228698
0.001565441135455835      0.006357507897862114     0.005608000000000001     -2.364351335574061
0.0015356441756735743     0.006315015795724225     0.005608000000000002     -1.036305707028035
0.001583263223292622      0.006315015795724225     0.005608000000000001     -2.7892954929194334
0.0015534662635103612     0.006272523693586336     0.005608                 -1.5268996307655973
0.001601085311129409      0.006272523693586336     0.005608000000000001     -3.2142396502648047
0.0015712883513471485     0.006230031591448448     0.005608000000000001     -2.017493554503155
0.0016189073989661962     0.006230031591448449     0.005608000000000001     -3.6391838076101735
0.0015891104391839354     0.00618753948931056      0.005608000000000002     -2.5080874782407134
0.001636729486802983      0.00618753948931056      0.005608000000000001     -4.064127964955541
0.0016069325270207224     0.006145047387172671     0.005608000000000001     -2.998681401978277
0.00165455157463977       0.006145047387172671     0.005608                 -4.325739580049769
0.0015952380952380957     0.006400000000000001     0.005608000000000002     -3.477904500265155
0.0016130601830748824     0.006357507897862112     0.005608000000000001     -3.9028486576105217
0.0016308822709116696     0.006315015795724225     0.005608000000000001     -4.3277928149558935
0.0016487043587484567     0.006272523693586336     0.005608000000000002     -4.752736972301269
0.0016665264465852438     0.006230031591448448     0.005608000000000002     -5.177681129646635
0.001684348534422031      0.00618753948931056      0.005608000000000002     -5.575197408977692
0.001642857142857143      0.006400000000000001     0.005608000000000001     -5.016401822301616
0.0016606792306939303     0.006357507897862113     0.005608000000000001     -5.441345979646986
0.0016785013185307172     0.006315015795724225     0.005608000000000002     -5.866290136992355
0.0016963234063675043     0.006272523693586336     0.005608000000000001     -6.291234294337727
0.0017141454942042912     0.006230031591448448     0.005608000000000001     -6.82465523790561
0.001690476190476191      0.006400000000000001     0.005608000000000002     -6.554899144338076
