% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 19 2023, 20:23
% Dimension:          3
% Nodes:              2746
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ex)
0.002032684822881224      0.0057839522424041724    0.005608000000000001     -1804.2979171155594
0.0020390419771398175     0.005819658115363282     0.005608000000000001     -2434.6367609235867
0.002000404191863602      0.005804921951435363     0.005608000000000001     -2407.2865556494726
0.0020067613461221957     0.005840627824394473     0.005608000000000001     -3139.3921476574633
0.0020453991313984106     0.005855363988322392     0.005608000000000001     -2881.575217734281
0.0020131185003807893     0.005876333697353583     0.005608                 -3806.4408705282476
0.002051756285657004      0.0058910698612815015    0.005608000000000001     -3185.2756615209432
0.0020194756546393824     0.005912039570312692     0.005608000000000001     -4298.922179451038
0.0020581134399155973     0.005926775734240612     0.005608                 -3345.7380922835737
0.002025832808897976      0.005947745443271803     0.005608000000000001     -4509.685787270722
0.002064470594174191      0.0059624816071997214    0.005608000000000001     -3321.4354128898717
0.0019681235608459803     0.005825891660466554     0.005608000000000001     -3281.208106436732
0.001974480715104574      0.0058615975334256635    0.005608                 -4088.3392560582265
0.0019808378693631674     0.005897303406384774     0.005608                 -4769.818582711634
0.0019871950236217606     0.005933009279343883     0.005608000000000001     -5210.068051117509
0.0019358429298283587     0.005846861369497745     0.005608000000000001     -4233.927400130482
0.001942200084086952      0.005882567242456855     0.005608                 -5114.4462754173055
0.0019485572383455456     0.005918273115415965     0.005608000000000001     -5797.194501933751
0.0019035622988107371     0.0058678310785289355    0.005608                 -5265.444436730726
0.0019099194530693307     0.0059035369514880455    0.005608000000000001     -6271.0651397194515
0.0018712816677931153     0.005888800787560126     0.005608000000000001     -6422.652820281558
0.0020890596503191365     0.006111698719442691     0.005608000000000001     -2211.223467568555
0.002060039161657155      0.006107800020383233     0.005608000000000001     -3396.7743151465374
0.0020841418390901475     0.0060818552969940974    0.005608000000000001     -2621.058568118313
0.0020551213504281657     0.006077956597934639     0.005608000000000001     -3747.8515472550603
0.0020310186729951734     0.006103901321323775     0.005608000000000001     -4466.833433839599
0.002026100861766184      0.006074057898875181     0.005608                 -4785.060694319674
0.0020019981843331916     0.0061000026222643175    0.005608000000000001     -5534.845558836617
0.0019970803731042025     0.006070159199815723     0.005608000000000001     -5816.2962919625825
0.00197297769567121       0.006096103923204859     0.005608                 -6600.810690137593
0.001968059884442221      0.006066260500756266     0.005608000000000001     -6739.029849380258
0.0019439572070092284     0.006092205224145402     0.005608000000000001     -7577.330134453466
0.0020792240278611584     0.006052011874545503     0.005608000000000001     -2876.322091048659
0.0020502035391991766     0.006048113175486045     0.005608                 -3983.1531948156135
0.0020211830505371953     0.006044214476426587     0.005608                 -4991.127559060994
0.0019921625618752135     0.00604031577736713      0.005608000000000001     -5980.234650258182
0.0020743062166321694     0.006022168452096909     0.005608000000000001     -3063.695133693537
0.0020452857279701876     0.006018269753037451     0.005608                 -4120.905023610363
0.002016265239308206      0.006014371053977993     0.005608000000000001     -5165.709453787462
0.00206938840540318       0.005992325029648316     0.005608                 -3183.177696052945
0.0020403679167411985     0.005988426330588858     0.005608000000000001     -4295.454259968097
0.002001730131464983      0.005973690166660938     0.005608000000000001     -5378.017936931243
0.001977627454031991      0.005999634890050074     0.005608                 -6287.094181598619
0.001953524776598998      0.00602557961343921      0.005608000000000001     -7129.764234117747
0.001929422099166006      0.006051524336828346     0.005608000000000001     -8080.117370391668
0.0019630923461887682     0.005958954002733019     0.005608                 -6225.991472059442
0.0019389896687557757     0.005984898726122155     0.005608                 -7242.171145152664
0.0019148869913227832     0.006010843449511291     0.005608000000000001     -8217.894230002712
0.0019244545609125529     0.0059442178388051       0.005608                 -6973.722091681484
0.0019003518834795606     0.005970162562194237     0.005608000000000001     -7964.6154198368
0.0018858167756363382     0.005929481674877181     0.005608000000000001     -7320.280939893933
0.002332020083763976      0.005449970973871018     0.005608000000000001     -11994.437086827338
0.0023059745543348763     0.005440397716455321     0.005608000000000001     -10704.865498586412
0.002331257142903843      0.005412779348435579     0.005608000000000001     -12622.50427635089
0.0023052116134747425     0.0054032060910198815    0.005608000000000001     -11138.94539530467
0.0022799290249057758     0.005430824459039623     0.005608000000000001     -9495.180785005887
0.0022791660840456424     0.005393632833604184     0.005608                 -9794.071098526605
0.002253883495476676      0.005421251201623924     0.005608000000000001     -8247.591529947767
0.0022531205546165423     0.005384059576188485     0.005608000000000001     -8420.764417163475
0.002227837966047576      0.005411677944208227     0.005608                 -6962.09773341205
0.0022270750251874426     0.005374486318772789     0.005608000000000001     -6969.527480058163
0.002201792436618476      0.0054021046867925296    0.005608000000000001     -5442.830139566978
0.0023304942020437092     0.00537558772300014      0.005608000000000001     -12866.277700781724
0.002304448672614609      0.005366014465584442     0.005608                 -11208.409345320022
0.0022784031431855095     0.005356441208168744     0.005608                 -9761.732761776871
0.0022523576137564094     0.005346867950753047     0.005608000000000001     -8288.224540725238
0.002329731261183576      0.005338396097564702     0.005608000000000001     -12709.975967453667
0.002303685731754476      0.005328822840149004     0.005608                 -10916.0050375789
