% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:51
% Dimension:          3
% Nodes:              1951
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ez)
6.810960895425763E-4      0.0051740473853861685    0.005608000000000001     -383.285755815583
6.925800746188137E-4      0.005145039487821808     0.005608000000000001     -372.4953503294922
7.137664856681099E-4      0.00517747902732094      0.005608000000000001     -457.49416226485795
7.252504707443471E-4      0.005148471129756579     0.005608000000000002     -418.1837954299999
7.04064059695051E-4       0.005116031590257445     0.005608000000000002     -324.95886388503595
7.367344558205844E-4      0.005119463232192217     0.005608000000000001     -355.4830520602511
7.155480447712883E-4      0.005087023692693085     0.005608000000000001     -262.6521704891717
7.482184408968218E-4      0.005090455334627856     0.005608000000000002     -277.777609938683
7.270320298475256E-4      0.005058015795128722     0.005608000000000001     -185.57527014189938
7.59702425973059E-4       0.005061447437063494     0.005608000000000001     -185.06746906529543
7.385160149237629E-4      0.005029007897564362     0.005608000000000001     -93.72816284321934
7.711864110492965E-4      0.0050324395394991325    0.005608000000000001     -89.39695154473705
7.500000000000002E-4      0.005                    0.005608000000000001     8.592767604579217
7.464368817936434E-4      0.00518091066925571      0.005608000000000002     -522.7776064855282
7.579208668698806E-4      0.005151902771691349     0.005608                 -475.7376915958531
7.694048519461179E-4      0.005122894874126987     0.005608000000000001     -398.36099235163806
7.808888370223553E-4      0.0050938869765626265    0.005608000000000002     -305.9795943556037
7.923728220985925E-4      0.005064879078998264     0.005608                 -209.24919022568636
7.791072779191767E-4      0.005184342311190481     0.005608000000000001     -592.1819712943739
7.905912629954141E-4      0.00515533441362612      0.005608000000000002     -537.0543106784277
8.020752480716514E-4      0.005126326516061758     0.005608000000000002     -445.0016555597465
8.135592331478887E-4      0.005097318618497397     0.005608000000000001     -346.66756463597926
8.117776740447102E-4      0.005187773953125252     0.005608000000000001     -665.7072566913952
8.232616591209475E-4      0.005158766055560891     0.005608000000000001     -602.1336526777236
8.347456441971848E-4      0.005129758157996529     0.005608                 -501.6520747756157
8.444480701702437E-4      0.005191205595060023     0.005608000000000001     -743.353462676592
8.55932055246481E-4       0.005162197697495662     0.005608000000000001     -674.2027206445957
8.771184662957771E-4      0.005194637236994794     0.005608000000000001     -851.7084060527981
7.083333333333336E-4      0.005                    0.005608000000000001     0
6.968493482570963E-4      0.0050290078975643625    0.005608000000000002     -82.29921654178062
6.853653631808589E-4      0.005058015795128723     0.005608000000000001     -150.0627179325646
6.738813781046216E-4      0.005087023692693085     0.005608000000000002     -203.29050417235194
6.623973930283844E-4      0.005116031590257446     0.005608000000000001     -241.98257526114267
6.50913407952147E-4       0.005145039487821808     0.005608000000000001     -248.5665441579994
6.66666666666667E-4       0.005000000000000001     0.005608000000000002     0
6.551826815904295E-4      0.005029007897564362     0.005608                 -59.40738708594471
6.436986965141923E-4      0.005058015795128722     0.005608000000000001     -104.27905902089273
6.322147114379549E-4      0.005087023692693085     0.005608000000000002     -134.61501580484423
6.207307263617176E-4      0.005116031590257445     0.005608                 -135.2798012009709
6.250000000000001E-4      0.005                    0.005608000000000001     0
6.135160149237629E-4      0.005029007897564362     0.005608000000000002     -36.51555763010877
6.020320298475257E-4      0.005058015795128723     0.005608000000000002     -58.49540010922082
5.905480447712882E-4      0.005087023692693085     0.005608000000000001     -53.779775306656624
5.833333333333335E-4      0.005                    0.005608000000000001     0
5.718493482570962E-4      0.005029007897564362     0.005608000000000001     -13.623728174272816
5.603653631808588E-4      0.005058015795128722     0.005608                 -4.066466475056693
5.416666666666669E-4      0.005                    0.005608000000000001     0
5.301826815904295E-4      0.005029007897564362     0.005608000000000001     13.86012529382885
5.000000000000001E-4      0.005                    0.005608000000000001     -3.01121304277503E-16
6.50913407952147E-4       0.005191706154488474     0.005608000000000001     -352.44756494867124
6.207307263617177E-4      0.0051626982569241125    0.005608000000000002     -222.5476412049084
6.207307263617176E-4      0.0052093649235907796    0.005608000000000002     -330.298122733798
5.905480447712883E-4      0.005180357026026417     0.005608000000000001     -195.22496753712522
5.905480447712882E-4      0.005227023692693084     0.005608000000000001     -288.8791499015988
5.603653631808589E-4      0.0051980157951287236    0.005608000000000002     -149.02613611371277
5.603653631808589E-4      0.005244682461795389     0.005608000000000001     -228.19064645207385
5.301826815904296E-4      0.005215674564231028     0.005608000000000001     -83.95114693467107
5.301826815904295E-4      0.005262341230897695     0.005608000000000001     -148.232612385223
5.000000000000002E-4      0.005233333333333334     0.005608000000000001     3.701994084884718E-15
5.000000000000002E-4      0.00528                  0.005608000000000001     -41.71425788881422
5.905480447712882E-4      0.00513369035935975      0.005608                 -118.42249535655097
5.603653631808588E-4      0.0051513491284620565    0.005608000000000001     -97.82448799332997
5.301826815904296E-4      0.005169007897564361     0.005608000000000002     -58.35032287447966
5.000000000000002E-4      0.005186666666666666     0.005608                 3.095548853340839E-15
5.603653631808588E-4      0.005104682461795389     0.005608000000000002     -46.622839872947154
5.301826815904296E-4      0.005122341230897695     0.005608000000000002     -32.74949881428823
5.000000000000002E-4      0.0051400000000000005    0.005608000000000001     2.3619025682249213E-15
5.301826815904295E-4      0.005075674564231029     0.005608000000000001     -7.14867475409681
5.000000000000001E-4      0.005093333333333333     0.005608                 1.501055229536979E-15
5.000000000000002E-4      0.005046666666666666     0.005608000000000001     5.130068372770026E-16
6.905180417106263E-4      0.005215381003149111     0.005608000000000001     -493.11121343984917
6.60335360120197E-4       0.005233039772251416     0.005608000000000002     -454.91504275456623
