% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 19 2023, 11:18
% Dimension:          3
% Nodes:              1688
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Hx)
0.001739047872793132      0.005827892223864421     0.005608000000000001     -17.07713427121554
0.001773244014511185      0.005864537376266771     0.005608000000000001     -15.259071286588611
0.0017227202645166144     0.005867129804031616     0.005608000000000001     -15.538693004465825
0.0017569164062346675     0.0059037749564339655    0.005608000000000001     -14.041843799713044
0.0018074401562292383     0.005901182528669121     0.005608000000000002     -13.746776310888407
0.0017911125479527206     0.005940420108836316     0.005608000000000001     -12.59213233674532
0.0018416362979472912     0.005937827681071471     0.005608                 -12.234481335188203
0.0018253086896707735     0.005977065261238665     0.005608000000000001     -11.14242087377759
0.0018758324396653443     0.005974472833473821     0.005608000000000001     -10.72218635948801
0.0018595048313888268     0.006013710413641016     0.005608000000000001     -9.692709410809854
0.0019100285813833974     0.0060111179858761705    0.005608000000000002     -9.209891383787815
0.00189370097310688       0.006050355566043365     0.005608000000000001     -8.242997947842127
0.0019442247231014505     0.00604776313827852      0.005608000000000001     -7.697596408087611
0.0019278971148249328     0.006087000718445715     0.005608                 -6.747288384894567
0.0019784208648195036     0.00608440829068087      0.005608000000000001     -6.387504635223105
0.0017063926562400971     0.00590636738419881      0.005608000000000002     -14.33101212569203
0.00174058879795815       0.0059430125366011595    0.005608                 -12.873300053008492
0.001774784939676203      0.00597965768900351      0.005608                 -11.423588590040781
0.0018089810813942562     0.00601630284140586      0.005608000000000002     -9.973877127073035
0.0018431772231123095     0.00605294799380821      0.005608000000000002     -8.524165664105297
0.0018773733648303624     0.006089593146210559     0.005608000000000002     -7.005672347625454
0.0016900650479635794     0.005945604964366005     0.005608                 -13.123331246918232
0.0017242611896816323     0.005982250116768355     0.005608                 -11.704756306303961
0.0017584573313996856     0.006018895269170705     0.005608000000000002     -10.255044843336224
0.0017926534731177385     0.006055540421573054     0.005608                 -8.805333380368488
0.0018268496148357918     0.006092185573975404     0.005608                 -7.264056310356329
0.001673737439687062      0.005984842544533199     0.005608000000000001     -11.915650368144451
0.0017079335814051153     0.00602148769693555      0.005608000000000002     -10.536212559599416
0.0017421297231231681     0.006058132849337899     0.005608000000000001     -9.086501096631673
0.0017763258648412212     0.006094778001740249     0.005608                 -7.5224402730872235
0.0016574098314105445     0.006024080124700394     0.005608000000000002     -10.70796948937065
0.0016916059731285976     0.006060725277102744     0.005608000000000001     -9.367668812894852
0.0017258021148466507     0.006097370429505094     0.005608000000000002     -7.78082423581812
0.001641082223134027      0.006063317704867588     0.005608000000000001     -9.500288610596858
0.0016752783648520799     0.006099962857269938     0.005608                 -8.039208198549002
0.0016247546148575095     0.006102555285034783     0.005608000000000001     -8.210090144107047
0.0025000000000000005     0.006050000000000001     0.005608000000000002     0.006962996084014583
0.0025000000000000005     0.006100000000000001     0.005608000000000002     -4.9755105372278846E-15
0.0024677362666874134     0.006061755674590462     0.005608000000000002     -0.31896659249268444
0.0024677362666874134     0.006111755674590462     0.005608000000000001     -0.3109074866888989
0.0025000000000000005     0.006150000000000001     0.005608000000000002     -3.605606631447178E-15
0.0024677362666874125     0.006161755674590461     0.005608000000000001     -0.3109074866888982
0.0025000000000000005     0.006200000000000001     0.005608000000000001     -2.2357027256664927E-15
0.0024677362666874134     0.006211755674590461     0.005608000000000001     -0.31090748668889645
0.0025000000000000005     0.00625                  0.005608000000000002     -8.65798819885766E-16
0.0024677362666874134     0.0062617556745904615    0.005608000000000001     -0.3109074866888947
0.0025000000000000005     0.0063                   0.005608000000000002     5.041050858949685E-16
0.0024677362666874125     0.006311755674590461     0.005608000000000001     -0.31090748668889334
0.0025000000000000005     0.006350000000000001     0.005608000000000001     1.87400899167564E-15
0.0024677362666874125     0.006361755674590461     0.005608                 -0.3779452871652612
0.0025                    0.0064                   0.005608000000000001     -0.062427913987939426
0.0024354725333748254     0.006073511349180923     0.005608000000000002     -0.6483776791113822
0.0024354725333748254     0.006123511349180922     0.005608000000000002     -0.6218149733777931
0.0024354725333748254     0.0061735113491809225    0.005608000000000002     -0.6218149733777911
0.0024354725333748254     0.006223511349180923     0.005608000000000002     -0.6218149733777905
0.0024354725333748254     0.006273511349180923     0.005608000000000002     -0.6218149733777893
0.0024354725333748254     0.006323511349180922     0.005608000000000002     -0.6934626603425692
0.0024032088000622382     0.006085267023771384     0.005608000000000001     -0.9777887657300574
0.0024032088000622382     0.006135267023771384     0.005608000000000002     -0.9327224600666881
0.0024032088000622382     0.006185267023771384     0.005608000000000002     -0.9327224600666862
0.0024032088000622382     0.006235267023771383     0.005608                 -0.932722460066685
0.002403208800062238      0.006285267023771383     0.005608                 -1.0089800335198782
0.0023709450667496507     0.006097022698361845     0.005608000000000002     -1.3071998523487482
0.0023709450667496507     0.006147022698361846     0.005608000000000002     -1.2436299467555822
0.0023709450667496507     0.006197022698361845     0.005608000000000001     -1.2436299467555814
0.0023709450667496502     0.0062470226983618446    0.005608                 -1.324497406697197
0.002338681333437063      0.006108778372952307     0.005608000000000002     -1.636610938967439
0.002338681333437063      0.006158778372952306     0.005608000000000001     -1.5545374334444786
0.002338681333437063      0.006208778372952306     0.005608000000000002     -1.6400147798745068
0.002306417600124476      0.006120534047542768     0.005608000000000001     -1.966022025586117
0.0023064176001244756     0.006170534047542767     0.005608                 -1.955532153051814
0.0022741538668118884     0.006132289722133228     0.005608000000000001     -2.4967671730849132
0.0015000000000000002     0.006400000000000001     0.005608000000000001     -4.185333056874669
0.0015178220878367874     0.006357507897862114     0.005608000000000001     -4.68170463047778
0.001547619047619048      0.006400000000000002     0.005608000000000001     -4.191494872714355
0.001565441135455835      0.006357507897862114     0.005608000000000001     -4.695703027085095
0.0015356441756735743     0.006315015795724225     0.005608000000000002     -5.25294546081312
0.001583263223292622      0.006315015795724225     0.005608000000000001     -5.199911181455821
0.0015534662635103612     0.006272523693586336     0.005608                 -5.824186291148495
0.001601085311129409      0.006272523693586336     0.005608000000000001     -5.704119335826551
0.0015712883513471485     0.006230031591448448     0.005608000000000001     -6.395427121483861
0.0016189073989661962     0.006230031591448449     0.005608000000000001     -6.208327490197286
0.0015891104391839354     0.00618753948931056      0.005608000000000002     -6.966667951819211
0.001636729486802983      0.00618753948931056      0.005608000000000001     -6.712535644568006
0.0016069325270207224     0.006145047387172671     0.005608000000000001     -7.537908782154568
0.00165455157463977       0.006145047387172671     0.005608                 -7.282561530232284
0.0015952380952380957     0.006400000000000001     0.005608000000000002     -4.131609591889986
0.0016130601830748824     0.006357507897862112     0.005608000000000001     -4.63581774626072
0.0016308822709116696     0.006315015795724225     0.005608000000000001     -5.140025900631454
0.0016487043587484567     0.006272523693586336     0.005608000000000002     -5.644234055002171
