% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 4 2023, 12:34
% Dimension:          3
% Nodes:              2339
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Ex)
7.079896247619884E-4      0.0017185324347857704    0.005608                 -588.6403459856455
6.782768212245616E-4      0.0017444563726735174    0.005608                 -512.1044037947986
6.782768212245616E-4      0.0017044563726735175    0.005608                 -631.5441352357994
6.485640176871347E-4      0.0017303803105612645    0.005608                 -562.3405622878058
6.485640176871345E-4      0.0017703803105612644    0.005608                 -431.8202651359163
6.188512141497076E-4      0.0017563042484490113    0.005608                 -485.19431101102276
6.188512141497076E-4      0.0017963042484490115    0.005608                 -349.49954027515315
5.891384106122808E-4      0.0017822281863367586    0.005608                 -405.36447218934774
5.891384106122807E-4      0.0018222281863367585    0.005608                 -265.14222921250956
5.594256070748538E-4      0.0018081521242245058    0.005608000000000001     -322.85104582278063
5.594256070748538E-4      0.0018481521242245057    0.005608                 -178.7483319479855
5.297128035374269E-4      0.0018340760621122529    0.005608                 -237.65403191132197
5.297128035374269E-4      0.001874076062112253     0.005608                 -90.31784848158071
5.0E-4                    0.0018599999999999999    0.005608                 -149.77343045497088
5.0E-4                    0.0019                   0.005608                 0.14922118670455145
6.485640176871345E-4      0.0016903803105612646    0.005608                 -681.5031457055536
6.188512141497075E-4      0.0017163042484490115    0.005608                 -612.2987796357204
5.891384106122807E-4      0.0017422281863367587    0.005608                 -536.6118452781225
5.594256070748538E-4      0.001768152124224506     0.005608                 -458.2413233756324
5.297128035374269E-4      0.0017940760621122528    0.005608                 -377.18721392825057
5.0E-4                    0.00182                  0.005608                 -293.4495169359768
6.188512141497076E-4      0.0016763042484490116    0.005608                 -730.3803728937329
5.891384106122807E-4      0.0017022281863367588    0.005608                 -661.4634320195231
5.594256070748538E-4      0.001728152124224506     0.005608                 -587.2358145811103
5.297128035374269E-4      0.0017540760621122529    0.005608                 -510.32460959780553
5.0E-4                    0.00178                  0.005608                 -430.7298170696088
5.891384106122807E-4      0.001662228186336759     0.005608                 -778.1758168003371
5.594256070748538E-4      0.001688152124224506     0.005608                 -709.8345194392142
5.297128035374269E-4      0.001714076062112253     0.005608                 -637.0662189199865
5.0E-4                    0.00174                  0.005608                 -561.614330855867
5.594256070748538E-4      0.0016481521242245058    0.005608                 -824.8894774253661
5.297128035374268E-4      0.0016740760621122529    0.005608                 -757.4120418947934
5.0E-4                    0.0017000000000000001    0.005608                 -686.1030582947508
5.297128035374269E-4      0.0016340760621122532    0.005608                 -870.52135476882
5.0E-4                    0.00166                  0.005608                 -804.1959993862613
5.0E-4                    0.0016200000000000001    0.005608                 -914.0787813515957
7.150037351086203E-4      0.0016816274980726588    0.005608                 -698.8714587442605
6.852909315711933E-4      0.001667551435960406     0.005608                 -743.3320256109753
6.555781280337663E-4      0.0016534753738481527    0.005608                 -791.2034523343234
6.258653244963395E-4      0.0016393993117358998    0.005608                 -837.7048774586328
5.961525209589126E-4      0.0016253232496236474    0.005608000000000001     -882.8363009839038
5.664397174214857E-4      0.0016112471875113941    0.005608                 -926.5977229101366
5.367269138840587E-4      0.0015971711253991413    0.005608                 -970.1202719988951
7.220178454552521E-4      0.0016447225613595471    0.005608                 -803.7894588593455
6.92305041917825E-4       0.001630646499247294     0.005608                 -851.193486887468
6.625922383803983E-4      0.0016165704371350414    0.005608                 -895.5172198233845
6.328794348429713E-4      0.0016024943750227885    0.005608                 -938.4709511602624
6.031666313055443E-4      0.0015884183129105357    0.005608                 -980.0546808981024
5.734538277681175E-4      0.0015743422507982826    0.005608                 -1022.6683113687355
7.290319558018838E-4      0.0016078176246464354    0.005608                 -899.5577612828997
6.99319152264457E-4       0.0015937415625341825    0.005608                 -949.8694282813794
6.6960634872703E-4        0.0015796655004219297    0.005608                 -990.6454674298643
6.398935451896032E-4      0.0015655894383096768    0.005608                 -1030.0515049793116
6.101807416521762E-4      0.001551513376197424     0.005608                 -1070.8157130717168
7.360460661485157E-4      0.0015709126879333239    0.005608                 -986.1763660149225
7.063332626110889E-4      0.001556836625821071     0.005608                 -1039.3598497927092
6.766204590736619E-4      0.0015427605637088181    0.005608                 -1076.5881951537635
6.46907655536235E-4       0.001528684501596565     0.005608                 -1114.5624771078383
7.430601764951475E-4      0.0015340077512202121    0.005608                 -1063.6452730554142
7.133473729577206E-4      0.0015199316891079593    0.005608                 -1119.6647514214587
6.836345694202937E-4      0.0015058556269957064    0.005608                 -1153.9086034771003
7.500742868417794E-4      0.0014971028145071004    0.005608                 -1131.9644824043744
7.203614833043525E-4      0.0014830267523948475    0.005608                 -1188.854092179502
7.570883971884112E-4      0.0014601978777939889    0.005608                 -1191.1327910145314
5.0E-4                    0.00134                  0.005608                 -1495.625405668941
5.367269138840588E-4      0.0013571711253991415    0.005608                 -1455.01316547812
5.0E-4                    0.0013800000000000002    0.005608                 -1443.6125243895135
5.367269138840588E-4      0.0013971711253991414    0.005608                 -1408.315831210709
5.734538277681175E-4      0.0013743422507982825    0.005608                 -1423.0344663665414
