% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 4 2023, 12:56
% Dimension:          3
% Nodes:              1338
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Ez)
0.002250371059634427      0.0016305346794393836    0.001608                 223.0172210413849
0.0022466181113357884     0.0015905708277024443    0.0016080000000000003    239.17073589986444
0.002286032336829509      0.0016182819229022096    0.001608                 186.95356973511304
0.00228227938853087       0.0015783180711652699    0.001608                 206.09925428064088
0.00224286516303715       0.0015506069759655045    0.001608                 266.9225937107152
0.002278526440232231      0.0015383542194283306    0.0016079999999999998    232.042590360817
0.002239112214738511      0.0015106431242285653    0.001608                 293.83275559770925
0.0022747734919335927     0.0014983903676913913    0.0016079999999999998    257.52724118315183
0.0022353592664398725     0.001470679272491626     0.001608                 319.9012215608466
0.0022710205436349542     0.001458426515954452     0.001608                 282.5532067476449
0.002231606318141234      0.0014307154207546865    0.001608                 345.12799160012815
0.0022672675953363157     0.0014184626642175123    0.0016079999999999998    307.12048705429584
0.002227853369842595      0.001390751569017747     0.001608                 369.5130657155529
0.002263514647037677      0.0013784988124805728    0.0016079999999999998    329.760354198664
0.0022241004215439565     0.0013507877172808077    0.001608                 382.2743444085041
0.0023216936140245904     0.001606029166365035     0.001608                 160.6103787176666
0.002317940665725952      0.0015660653146280954    0.0016079999999999998    174.3342447098822
0.0023141877174273134     0.0015261014628911564    0.001608                 196.01144311400554
0.002310434769128675      0.0014861376111542169    0.001608                 217.22995626028774
0.002306681820830036      0.0014461737594172774    0.001608                 237.98978414872863
0.0023029288725313975     0.001406209907680338     0.001608                 259.26155575272173
0.0023573548912196726     0.0015937764098278608    0.0016079999999999996    131.6844469714242
0.0023536019429210337     0.0015538125580909215    0.0016079999999999998    140.27607672729627
0.002349848994622395      0.0015138487063539822    0.001608                 157.68713745536752
0.0023460960463237562     0.0014738848546170427    0.0016079999999999998    174.6395129255963
0.0023423430980251177     0.0014339210028801032    0.0016079999999999996    194.32180725181124
0.0023930161684147543     0.0015815236532906868    0.0016079999999999998    100.17577449638536
0.002389263220116116      0.0015415598015537475    0.001608                 103.92475033288335
0.002385510271817477      0.0015015959498168078    0.0016079999999999998    117.06967338490085
0.0023817573235188384     0.0014616320980798683    0.0016079999999999996    134.94110869593254
0.002428677445609836      0.0015692708967535124    0.0016079999999999996    66.08436129254983
0.002424924497311197      0.001529307045016573     0.0016079999999999996    65.28026552664231
0.0024211715490125587     0.0014893431932796338    0.0016079999999999996    81.11946008508644
0.002464338722804918      0.0015570181402163382    0.0016079999999999996    29.410207359917678
0.002460585774506279      0.0015170542884793987    0.0016079999999999996    32.856861419271354
0.0024999999999999996     0.001544765383679164     0.0016079999999999996    -6.564458201007241
0.0024999999999999996     0.001595513186010712     0.0016079999999999996    -2.4639462565809505E-14
0.002464338722804918      0.0016077659425478862    0.0016079999999999996    33.88905391925295
0.0024999999999999996     0.0016462609883422601    0.0016079999999999996    -2.085700781841165E-14
0.002464338722804918      0.001658513744879434     0.0016079999999999996    28.228982469491
0.0024999999999999996     0.001697008790673808     0.0016079999999999996    -1.6934856104804545E-14
0.002464338722804918      0.0017092615472109822    0.0016079999999999998    22.568911019729043
0.0024999999999999996     0.0017477565930053558    0.0016079999999999996    -1.2873007424988293E-14
0.0024643387228049183     0.0017600093495425302    0.001608                 16.90883956996703
0.0025                    0.0017985043953369039    0.0016079999999999998    -8.671461778963148E-15
0.0024643387228049183     0.001810757151874078     0.0016079999999999998    11.248768120205085
0.0025                    0.001849252197668452     0.0016079999999999998    -4.330219166728855E-15
0.0024643387228049183     0.0018615049542056261    0.0016079999999999998    7.501099848942426
0.0025                    0.0019                   0.0016079999999999998    8.15289738540515E-18
