% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:53
% Dimension:          3
% Nodes:              1951
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Ex)
6.810960895425763E-4      0.0051740473853861685    0.005608000000000001     -4.041764639011381
6.925800746188137E-4      0.005145039487821808     0.005608000000000001     -3.2724910074517175
7.137664856681099E-4      0.00517747902732094      0.005608000000000001     -19.57511008453805
7.252504707443471E-4      0.005148471129756579     0.005608000000000002     -13.309811416540086
7.04064059695051E-4       0.005116031590257445     0.005608000000000002     -0.7058214112907848
7.367344558205844E-4      0.005119463232192217     0.005608000000000001     -8.165895568871179
7.155480447712883E-4      0.005087023692693085     0.005608000000000001     3.2650538591147242
7.482184408968218E-4      0.005090455334627856     0.005608000000000002     -1.4600302196878943
7.270320298475256E-4      0.005058015795128722     0.005608000000000001     8.640134803764639
7.59702425973059E-4       0.005061447437063494     0.005608000000000001     6.8077846310102075
7.385160149237629E-4      0.005029007897564362     0.005608000000000001     15.41942142265955
7.711864110492965E-4      0.0050324395394991325    0.005608000000000001     -0.3060238570338836
7.500000000000002E-4      0.005                    0.005608000000000001     15.7352758105407
7.464368817936434E-4      0.00518091066925571      0.005608000000000002     -21.80472077267499
7.579208668698806E-4      0.005151902771691349     0.005608                 -19.590674266578233
7.694048519461179E-4      0.005122894874126987     0.005608000000000001     -16.91354218165344
7.808888370223553E-4      0.0050938869765626265    0.005608000000000002     -12.674460595214157
7.923728220985925E-4      0.005064879078998264     0.005608                 -16.902420384212128
7.791072779191767E-4      0.005184342311190481     0.005608000000000001     -23.4638918645561
7.905912629954141E-4      0.00515533441362612      0.005608000000000002     -25.309754185726447
8.020752480716514E-4      0.005126326516061758     0.005608000000000002     -25.099405863545712
8.135592331478887E-4      0.005097318618497397     0.005608000000000001     -26.186275865722337
8.117776740447102E-4      0.005187773953125252     0.005608000000000001     -24.552623360181904
8.232616591209475E-4      0.005158766055560891     0.005608000000000001     -30.467051173984515
8.347456441971848E-4      0.005129758157996529     0.005608                 -28.157590301566024
8.444480701702437E-4      0.005191205595060023     0.005608000000000001     -25.070915259551466
8.55932055246481E-4       0.005162197697495662     0.005608000000000001     -22.81636369174185
8.771184662957771E-4      0.005194637236994794     0.005608000000000001     5.423012938357485
7.083333333333336E-4      0.005                    0.005608000000000001     0
6.968493482570963E-4      0.0050290078975643625    0.005608000000000002     -4.466454878972398
6.853653631808589E-4      0.005058015795128723     0.005608000000000001     -7.686447910969891
6.738813781046216E-4      0.005087023692693085     0.005608000000000002     -9.659979095992485
6.623973930283844E-4      0.005116031590257446     0.005608000000000001     -10.38704843404026
6.50913407952147E-4       0.005145039487821808     0.005608000000000001     -9.023912550231971
6.66666666666667E-4       0.005000000000000001     0.005608000000000002     0
6.551826815904295E-4      0.005029007897564362     0.005608                 -6.424422788136866
6.436986965141923E-4      0.005058015795128722     0.005608000000000001     -11.602383729298857
6.322147114379549E-4      0.005087023692693085     0.005608000000000002     -15.533882823485989
6.207307263617176E-4      0.005116031590257445     0.005608                 -10.89497164912725
6.250000000000001E-4      0.005                    0.005608000000000001     0
6.135160149237629E-4      0.005029007897564362     0.005608000000000002     -8.382390697301346
6.020320298475257E-4      0.005058015795128723     0.005608000000000002     -15.51831954762782
5.905480447712882E-4      0.005087023692693085     0.005608000000000001     -8.839248697636776
5.833333333333335E-4      0.005                    0.005608000000000001     0
5.718493482570962E-4      0.005029007897564362     0.005608000000000001     -10.340358606465902
5.603653631808588E-4      0.005058015795128722     0.005608                 -2.856743695760194
5.416666666666669E-4      0.005                    0.005608000000000001     0
5.301826815904295E-4      0.005029007897564362     0.005608000000000001     7.05254335650214
5.000000000000001E-4      0.005                    0.005608000000000001     20.88861245915075
6.50913407952147E-4       0.005191706154488474     0.005608000000000001     -3.895761638228983
6.207307263617177E-4      0.0051626982569241125    0.005608000000000002     -21.477050472277796
6.207307263617176E-4      0.0052093649235907796    0.005608000000000002     -10.496857626525177
5.905480447712883E-4      0.005180357026026417     0.005608000000000001     -31.92658933023202
5.905480447712882E-4      0.005227023692693084     0.005608000000000001     -14.955642705159505
5.603653631808589E-4      0.0051980157951287236    0.005608000000000002     -39.52878574921321
5.603653631808589E-4      0.005244682461795389     0.005608000000000001     -17.272116874132067
5.301826815904296E-4      0.005215674564231028     0.005608000000000001     -44.283639729220965
5.301826815904295E-4      0.005262341230897695     0.005608000000000001     -17.446280133442976
5.000000000000002E-4      0.005233333333333334     0.005608000000000001     -46.19115127025563
5.000000000000002E-4      0.00528                  0.005608000000000001     -2.5490024971299667
5.905480447712882E-4      0.00513369035935975      0.005608                 -20.025689733372303
5.603653631808588E-4      0.0051513491284620565    0.005608000000000001     -33.63301380021545
5.301826815904296E-4      0.005169007897564361     0.005608000000000002     -44.39299542808536
5.000000000000002E-4      0.005186666666666666     0.005608                 -52.30563461698182
5.603653631808588E-4      0.005104682461795389     0.005608000000000002     -15.883162558998833
5.301826815904296E-4      0.005122341230897695     0.005608000000000002     -32.64827183473068
5.000000000000002E-4      0.0051400000000000005    0.005608000000000001     -46.56603867148925
5.301826815904295E-4      0.005075674564231029     0.005608000000000001     -9.049468949157188
5.000000000000001E-4      0.005093333333333333     0.005608                 -28.972363433777673
5.000000000000002E-4      0.005046666666666666     0.005608000000000001     0.4753910961519807
6.905180417106263E-4      0.005215381003149111     0.005608000000000001     -47.014930973446354
6.60335360120197E-4       0.005233039772251416     0.005608000000000002     -41.63556924400592
6.999399938786763E-4      0.005256714620912052     0.005608000000000002     -76.22916944265302
6.697573122882468E-4      0.0052743733900143565    0.005608000000000001     -77.6934911945001
7.093619460467261E-4      0.0052980482386749935    0.005608000000000001     -88.2630977319435
6.791792644562968E-4      0.005315707007777298     0.005608000000000002     -95.7280443522261
7.187838982147761E-4      0.005339381856437935     0.005608000000000001     -83.11671584131767
6.886012166243468E-4      0.005357040625540241     0.005608000000000001     -95.73922871718361
7.282058503828261E-4      0.005380715474200878     0.005608000000000001     -60.790023770775235
6.980231687923968E-4      0.005398374243303182     0.005608000000000001     -53.403292456438976
7.37627802550876E-4       0.0054220490919638185    0.005608000000000001     -30.71779352167899
6.301526785297676E-4      0.00525069854135372      0.005608                 -42.01387838096423
6.395746306978175E-4      0.005292032159116663     0.005608000000000001     -72.53967114089016
6.489965828658675E-4      0.005333365776879604     0.005608000000000002     -85.04209510804777
6.584185350339174E-4      0.005374699394642545     0.005608                 -57.444541537087844
5.999699969393383E-4      0.005268357310456026     0.005608000000000002     -40.95490813757203
6.093919491073882E-4      0.0053096909282189676    0.005608000000000002     -65.94857170692971
6.188139012754381E-4      0.005351024545981909     0.005608000000000001     -53.09605777477253
5.697873153489089E-4      0.005286016079558331     0.005608000000000001     -38.4586585138299
5.792092675169588E-4      0.005327349697321272     0.005608                 -40.35784116949253
5.396046337584795E-4      0.005303674848660637     0.005608000000000001     -19.229891721248336
7.231884378361597E-4      0.005218812645083882     0.005608000000000002     -51.26837149782466
7.558588339616932E-4      0.005222244287018652     0.005608000000000001     -47.747765513832746
