% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 4 2023, 17:20
% Dimension:          3
% Nodes:              2539
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ex)
0.0025                    0.0012                   0.010508                 475.0542500265949
0.0024698101349522597     0.0012209727325653182    0.010508000000000002     809.7666280819135
0.0024680653412417963     0.0011827566901486716    0.010508000000000002     121.04269709122372
0.0024378754761940563     0.0012037294227139899    0.010508000000000002     460.6235660469431
0.0024396202699045197     0.0012419454651306364    0.010508                 1119.3208773008703
0.002407685611146316      0.001224702155279308     0.010508                 775.0123548639685
0.0024094304048567798     0.0012629181976959547    0.010508                 1410.1409670945297
0.002377495746098576      0.0012456748878446262    0.010508                 1073.6335982908647
0.0023792405398090394     0.0012838909302612727    0.010508                 1682.226897462892
0.0023473058810508356     0.0012666476204099444    0.010508000000000002     1356.4872963276314
0.0023490506747612994     0.001304863662826591     0.010508                 1935.578668405957
0.0023171160160030957     0.0012876203529752627    0.010508000000000002     1580.296510792776
0.002318860809713559      0.0013258363953919093    0.010508                 2149.225991411654
0.002436130682483593      0.0011655133802973433    0.010508                 -220.38291031448375
0.0024059408174358526     0.0011864861128626615    0.010508                 124.63440695851136
0.0023757509523881126     0.0012074588454279796    0.010508                 443.9597753664891
0.0023455610873403723     0.001228431577993298     0.010508                 747.5175983843379
0.002315371222292632      0.0012494043105586161    0.010508                 1008.7677018284693
0.002404196023725389      0.0011482700704460148    0.010508                 -556.2066857487598
0.002374006158677649      0.0011692428030113332    0.010508                 -208.8137609168317
0.002343816293629909      0.0011902155355766513    0.010508                 115.44818708209857
0.002313626428582169      0.0012111882681419695    0.010508                 415.25676442629305
0.0023722613649671855     0.0011310267605946864    0.010508                 -886.428629211604
0.0023420714999194455     0.0011519994931600047    0.010508                 -539.7209375790857
0.002311881634871705      0.001172972225725323     0.010508                 -200.23630141375253
0.002340326706208982      0.0011137834507433581    0.010508                 -1211.0487407030166
0.0023101368411612417     0.0011347561833086764    0.010508000000000002     -837.7114956916669
0.0023083920474507784     0.0010965401408920298    0.010508                 -1509.3640045503591
