% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 4 2023, 12:30
% Dimension:          3
% Nodes:              2339
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ex)
7.079896247619884E-4      0.0017185324347857704    0.001608                 -699.3554823304139
7.150037351086203E-4      0.0016816274980726588    0.0016080000000000003    -810.8665680994998
7.394618047679214E-4      0.0017148105487449518    0.0016080000000000003    -697.348008038836
7.464759151145532E-4      0.00167790561203184      0.0016080000000000003    -803.7198721353725
7.220178454552521E-4      0.0016447225613595471    0.001608                 -917.6381749238378
7.53490025461185E-4       0.0016410006753187283    0.001608                 -903.6051106350387
7.290319558018838E-4      0.0016078176246464354    0.001608                 -1014.7291809773717
7.605041358078169E-4      0.0016040957386056168    0.001608                 -994.689598965693
7.360460661485157E-4      0.0015709126879333239    0.001608                 -1102.1395862601012
7.675182461544487E-4      0.0015671908018925053    0.0016080000000000003    -1076.9733371273346
7.430601764951475E-4      0.0015340077512202121    0.001608                 -1179.8693907720271
7.745323565010805E-4      0.0015302858651793936    0.001608                 -1150.4563251199643
7.500742868417794E-4      0.0014971028145071004    0.001608                 -1247.9185945131487
7.815464668477123E-4      0.0014933809284662818    0.001608                 -1226.248954908929
7.570883971884112E-4      0.0014601978777939889    0.001608                 -1310.7676115144009
7.709339847738544E-4      0.0017110886627041333    0.001608                 -700.3239112788262
7.779480951204861E-4      0.0016741837259910213    0.0016079999999999998    -804.6930818603114
7.849622054671181E-4      0.0016372787892779098    0.001608                 -902.559178894343
7.919763158137499E-4      0.0016003738525647983    0.001608                 -991.6245257593623
7.989904261603817E-4      0.0015634689158516867    0.001608                 -1071.88912245537
8.060045365070135E-4      0.001526563979138575     0.001608                 -1153.2870653488687
8.024061647797873E-4      0.0017073667766633145    0.001608                 -702.9075754014668
8.094202751264192E-4      0.001670461839950203     0.001608                 -805.3485393183082
8.16434385473051E-4       0.0016335569032370914    0.001608                 -901.1954948867051
8.234484958196829E-4      0.0015966519665239797    0.001608                 -988.2417002860898
8.304626061663146E-4      0.001559747029810868     0.001608                 -1074.3640322549459
8.338783447857203E-4      0.0017036448906224961    0.001608                 -705.0990004067579
8.408924551323521E-4      0.0016667399539093846    0.001608                 -805.686244509363
8.47906565478984E-4       0.0016298350171962727    0.001608                 -899.5140586121254
8.549206758256159E-4      0.0015929300804831611    0.001608                 -989.4798556271608
8.653505247916532E-4      0.0016999230045816774    0.001608                 -706.8981862946995
8.723646351382851E-4      0.0016630180678685656    0.001608                 -805.7061974334758
8.79378745484917E-4       0.0016261131311554541    0.001608                 -898.6345354655141
8.968227047975863E-4      0.001696201118540859     0.001608                 -708.3051330652916
9.038368151442181E-4      0.001659296181827747     0.001608                 -801.8280717700051
9.282948848035193E-4      0.0016924792325000403    0.001608                 -704.6755834685741
9.269013687115286E-4      0.001246892249194125     0.001608                 -1194.5352691024068
9.026423727796547E-4      0.0012773644818512486    0.0016080000000000003    -1224.998132553811
8.973253337394013E-4      0.001236094782053294     0.0016080000000000003    -1195.0080791279938
8.730663378075274E-4      0.0012665670147104175    0.0016080000000000003    -1245.3626098865025
8.783833768477808E-4      0.001307836714508372     0.001608                 -1262.4872968532568
8.488073418756534E-4      0.0012970392473675408    0.001608                 -1287.7890521747636
8.541243809159068E-4      0.0013383089471654952    0.001608                 -1291.212518477525
8.245483459437795E-4      0.001327511480024664     0.001608                 -1321.1231880034645
8.298653849840329E-4      0.0013687811798226185    0.001608                 -1311.1737974266152
8.002893500119057E-4      0.0013579837126817876    0.0016080000000000003    -1345.365017372606
8.05606389052159E-4       0.001399253412479742     0.001608                 -1322.3711337005273
7.760303540800316E-4      0.001388455945338911     0.001608                 -1360.514540282186
