% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 4 2023, 12:09
% Dimension:          3
% Nodes:              2339
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ey)
7.079896247619854E-4      0.0017185324347857738    0.010508                 3288.876797864517
6.782768212245591E-4      0.0017444563726735204    0.010508                 2831.0962265605704
6.782768212245591E-4      0.0017044563726735205    0.010508                 2823.216206076096
6.485640176871325E-4      0.001730380310561267     0.010508                 2351.338750631581
6.485640176871324E-4      0.001770380310561267     0.010508                 2381.1253733947983
6.188512141497059E-4      0.0017563042484490135    0.010508                 1894.099345247596
6.188512141497059E-4      0.0017963042484490134    0.010508                 1924.1054874593956
5.891384106122795E-4      0.0017822281863367603    0.010508                 1430.3457674924457
5.891384106122795E-4      0.0018222281863367602    0.010508                 1460.0365687543622
5.594256070748531E-4      0.0018081521242245067    0.010508                 960.0780173661294
5.59425607074853E-4       0.0018481521242245066    0.010508                 988.9186172796981
5.297128035374265E-4      0.0018340760621122533    0.010508                 483.2960948686475
5.297128035374265E-4      0.0018740760621122534    0.010508                 510.75163303540256
5.0E-4                    0.0018599999999999999    0.010508                 1.5891783376498023E-13
5.0E-4                    0.0019                   0.010508                 25.535616021476244
6.485640176871324E-4      0.001690380310561267     0.010508                 2356.60844301859
6.188512141497059E-4      0.0017163042484490134    0.010508                 1879.4662352673663
5.891384106122794E-4      0.0017422281863367602    0.010508                 1419.3709350072736
5.59425607074853E-4       0.0017681521242245068    0.010508                 952.7614623760145
5.297128035374265E-4      0.0017940760621122534    0.010508                 479.6378173735902
5.0E-4                    0.00182                  0.010508                 1.7225128493521265E-13
6.188512141497059E-4      0.0016763042484490135    0.010508                 1890.9696937824012
5.891384106122795E-4      0.0017022281863367603    0.010508                 1408.3961025221015
5.59425607074853E-4       0.001728152124224507     0.010508                 945.4449073858998
5.297128035374265E-4      0.0017540760621122535    0.010508                 475.97953987853305
5.0E-4                    0.00178                  0.010508                 2.698862861812809E-13
5.891384106122795E-4      0.0016622281863367602    0.010508                 1426.2999583675287
5.59425607074853E-4       0.001688152124224507     0.010508                 938.1283523957848
5.297128035374265E-4      0.0017140760621122534    0.010508                 472.3212623834753
5.0E-4                    0.00174                  0.010508                 2.687931653518899E-13
5.59425607074853E-4       0.001648152124224507     0.010508                 962.5992367739743
5.297128035374264E-4      0.0016740760621122533    0.010508                 468.6629848884179
5.0E-4                    0.0017000000000000001    0.010508                 2.6867077080358825E-13
5.297128035374265E-4      0.0016340760621122536    0.010508                 499.8675290017368
5.0E-4                    0.00166                  0.010508                 1.743771252628571E-13
5.0E-4                    0.0016200000000000001    0.010508                 25.40322336721086
5.0E-4                    0.00134                  0.010508                 26.052494709217928
5.367269138840589E-4      0.0013571711253991417    0.010508                 410.4698909182214
5.0E-4                    0.0013800000000000002    0.010508                 0
5.367269138840589E-4      0.0013971711253991416    0.010508                 391.4219444533423
5.734538277681177E-4      0.001374342250798283     0.010508                 792.2630765268965
5.734538277681177E-4      0.001414342250798283     0.010508                 793.9953062877755
