% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:44
% Dimension:          3
% Nodes:              2539
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ey)
0.0025000000000000005     0.0061666666666666675    0.005608000000000002     12.180298343127712
0.0025000000000000005     0.006205555555555556     0.005608000000000002     -7.701926476556843E-14
0.0024754153711986884     0.0061754210656220655    0.005608000000000002     114.53149902473405
0.0024754153711986884     0.006214309954510956     0.005608000000000002     110.2112105546397
0.0025000000000000005     0.006244444444444446     0.005608000000000002     -1.2378933374138747E-13
0.0024754153711986884     0.006253198843399843     0.005608000000000002     117.57209338306821
0.0025000000000000005     0.0062833333333333335    0.005608000000000002     -1.2727661156890195E-13
0.0024754153711986884     0.006292087732288733     0.005608000000000002     124.9329762114968
0.0025                    0.006322222222222223     0.005608000000000001     -8.748109824811199E-14
0.002475415371198688      0.006330976621177622     0.005608000000000002     132.29385903992542
0.0025                    0.006361111111111112     0.005608000000000001     -4.402793779017569E-15
0.002475415371198688      0.0063698655100665105    0.005608000000000001     150.1636036847948
0.0025                    0.0064                   0.005608000000000001     26.766260735490935
0.0024508307423973764     0.006184175464577464     0.005608000000000002     222.33089142246064
0.0024508307423973764     0.006223064353466353     0.005608000000000002     230.79347390811301
0.0024508307423973764     0.006261953242355242     0.005608000000000002     245.51523956497022
0.0024508307423973764     0.00630084213124413      0.005608000000000002     260.2370052218273
0.0024508307423973755     0.006339731020133019     0.005608                 271.7988924644361
0.002426246113596064      0.006192929863532862     0.005608000000000002     341.6686247078716
0.002426246113596064      0.006231818752421752     0.005608000000000002     361.7467900604201
0.002426246113596064      0.00627070764131064      0.005608000000000002     383.8294385457058
0.002426246113596064      0.006309596530199529     0.005608000000000001     391.67212707441524
0.002401661484794752      0.00620168426248826      0.005608000000000001     472.54469888096685
0.002401661484794752      0.006240573151377149     0.005608000000000001     503.07115901156067
0.0024016614847947515     0.0062794620402660374    0.005608                 509.7833075147318
0.00237707685599344       0.006210438661443659     0.005608000000000001     614.9591139417462
0.00237707685599344       0.006249327550332548     0.005608000000000001     626.1324337853863
0.002352492227192128      0.006219193060399057     0.005608000000000001     735.1684585467489
0.0023497723985252427     0.006189526846155775     0.005608000000000001     594.8594012098057
0.002374357027326555      0.006180772447200376     0.005608000000000002     448.26233696552447
0.002347052569858358      0.006159860631912492     0.005608000000000002     419.9156179774627
