% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 4 2023, 12:56
% Dimension:          3
% Nodes:              1338
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Ex)
0.002250371059634427      0.0016305346794393836    0.001608                 535.8536921236066
0.0022466181113357884     0.0015905708277024443    0.0016080000000000003    603.4828311648159
0.002286032336829509      0.0016182819229022096    0.001608                 569.6633426840386
0.00228227938853087       0.0015783180711652699    0.001608                 632.093963891953
0.00224286516303715       0.0015506069759655045    0.001608                 668.3810901509571
0.002278526440232231      0.0015383542194283306    0.0016079999999999998    687.1762731627894
0.002239112214738511      0.0015106431242285653    0.001608                 728.2742873550167
0.0022747734919335927     0.0014983903676913913    0.0016079999999999998    737.2871130750864
0.0022353592664398725     0.001470679272491626     0.001608                 783.1624227769942
0.0022710205436349542     0.001458426515954452     0.001608                 782.4264836288412
0.002231606318141234      0.0014307154207546865    0.001608                 833.0454964168914
0.0022672675953363157     0.0014184626642175123    0.0016079999999999998    822.5943848240572
0.002227853369842595      0.001390751569017747     0.001608                 877.9235082747067
0.002263514647037677      0.0013784988124805728    0.0016079999999999998    868.2760206766025
0.0022241004215439565     0.0013507877172808077    0.001608                 899.1327899421773
0.0023216936140245904     0.001606029166365035     0.001608                 594.3044236097614
0.002317940665725952      0.0015660653146280954    0.0016079999999999998    657.1382296759868
0.0023141877174273134     0.0015261014628911564    0.001608                 713.89577888947
0.002310434769128675      0.0014861376111542169    0.001608                 765.6818587444125
0.002306681820830036      0.0014461737594172774    0.001608                 812.4964692408143
0.0023029288725313975     0.001406209907680338     0.001608                 861.0512005296484
0.0023573548912196726     0.0015937764098278608    0.0016079999999999996    620.1153782031756
0.0023536019429210337     0.0015538125580909215    0.0016079999999999998    683.6770627270658
0.002349848994622395      0.0015138487063539822    0.001608                 742.1098518831952
0.0023460960463237562     0.0014738848546170427    0.0016079999999999998    795.5711716807846
0.0023423430980251177     0.0014339210028801032    0.0016079999999999996    847.7568978680185
0.0023930161684147543     0.0015815236532906868    0.0016079999999999998    647.0962064642808
0.002389263220116116      0.0015415598015537475    0.001608                 711.71046304519
0.002385510271817477      0.0015015959498168078    0.0016079999999999998    771.8184921439656
0.0023817573235188384     0.0014616320980798683    0.0016079999999999996    828.3931126917132
0.002428677445609836      0.0015692708967535124    0.0016079999999999996    675.2469083930778
0.002424924497311197      0.001529307045016573     0.0016079999999999996    741.2384306303591
0.0024211715490125587     0.0014893431932796338    0.0016079999999999996    802.9598450007311
0.002464338722804918      0.0015570181402163382    0.0016079999999999996    704.5674839895663
0.002460585774506279      0.0015170542884793987    0.0016079999999999996    771.4570947950731
0.0024999999999999996     0.001544765383679164     0.0016079999999999996    734.4042471134641
0.0024999999999999996     0.001595513186010712     0.0016079999999999996    640.7177537348055
0.002464338722804918      0.0016077659425478862    0.0016079999999999996    611.890438004471
0.0024999999999999996     0.0016462609883422601    0.0016079999999999996    542.3598490977442
0.002464338722804918      0.001658513744879434     0.0016079999999999996    514.8442539888226
0.0024999999999999996     0.001697008790673808     0.0016079999999999996    440.3693032797325
0.002464338722804918      0.0017092615472109822    0.0016079999999999998    414.16542879222317
0.0024999999999999996     0.0017477565930053558    0.0016079999999999996    334.74611628076883
0.0024643387228049183     0.0017600093495425302    0.001608                 309.8539624146724
0.0025                    0.0017985043953369039    0.0016079999999999998    225.4902881008543
0.0024643387228049183     0.001810757151874078     0.0016079999999999998    201.9098548561704
0.0025                    0.001849252197668452     0.0016079999999999998    112.6018187399888
0.0024643387228049183     0.0018615049542056261    0.0016079999999999998    97.65744277173494
0.0025                    0.0019                   0.0016079999999999998    -1.959645900914096
0.002428677445609836      0.0016200186990850602    0.0016079999999999996    583.9083023424744
0.002428677445609836      0.0016707665014166085    0.0016079999999999998    488.17383894823877
0.0024286774456098365     0.0017215143037481563    0.0016079999999999998    388.8067343730521
0.0024286774456098365     0.0017722621060797042    0.0016079999999999998    285.80698861691377
0.0024286774456098365     0.0018230099084112525    0.0016079999999999998    190.0301653162951
0.002393016168414754      0.0016322714556222346    0.0016079999999999998    556.771346748816
0.0023930161684147548     0.0016830192579537825    0.001608                 462.3486039759928
0.0023930161684147548     0.0017337670602853308    0.0016079999999999998    364.29322002221875
0.0023930161684147543     0.0017845148626168786    0.0016079999999999998    275.15852173276625
0.0023573548912196726     0.0016445242121594088    0.001608                 530.4795712234952
0.0023573548912196726     0.0016952720144909569    0.001608                 437.36854907208516
0.0023573548912196726     0.0017460198168225047    0.0016079999999999998    353.0425120211478
0.0023216936140245904     0.001656776968696583     0.001608                 505.03297576651244
0.002321693614024591      0.0017075247710281309    0.001608                 423.6821361814412
0.0022860323368295086     0.0016690297252337572    0.001608                 487.07739421364533
0.0022004127360446967     0.001619132952038473     0.0016080000000000003    527.8127817917061
0.002196659787746058      0.0015791691003015332    0.0016080000000000003    593.8539639015646
0.0021504544124549664     0.001607731224637562     0.001608                 527.4814997608254
0.002146701464156328      0.0015677673729006226    0.001608                 582.5874480606492
0.0021004960888652362     0.0015963294972366512    0.001608                 520.3292347544976
0.0020967431405665977     0.001556365645499712     0.001608                 564.6218494319207
0.002050537765275506      0.0015849277698357406    0.001608                 506.3559867727227
0.0020467848169768675     0.0015449639180988013    0.0016080000000000003    539.9571680153796
0.002000579441685776      0.00157352604243483      0.001608                 485.56175581550116
0.001996826493387137      0.0015335621906978902    0.001608                 508.59340381102544
0.0019506211180960458     0.0015621243150339191    0.001608                 457.9465418828316
0.001946868169797407      0.0015221604632969796    0.001608                 497.66421786498944
0.0019006627945063156     0.0015507225876330085    0.001608                 431.11696377343986
0.0021929068394474192     0.001539205248564594     0.0016079999999999998    657.7842691880345
0.0021429485158576895     0.0015278035211636833    0.001608                 634.0586099894962
0.0020929901922679592     0.0015164017937627726    0.001608                 603.6338680031463
0.002043031868678229      0.001505000066361862     0.001608                 566.5100432289823
0.0019930735450884984     0.001493598338960951     0.001608                 539.1443533217475
