% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 4 2023, 12:54
% Dimension:          3
% Nodes:              953
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ey)
0.0019354009108757384     0.0012544340293143602    0.010508                 -5660.855563575868
0.001960632284923057      0.0012182566885032373    0.010508                 -5480.830628412545
0.0020059757970162712     0.0012767964423167318    0.010508                 -5033.599848804866
0.0020312071710635897     0.001240619101505609     0.010508                 -4849.915023194339
0.0019858636589703753     0.0011820793476921144    0.010508                 -5278.515424966679
0.0020564385451109076     0.001204441760694486     0.010508000000000002     -4632.953678252371
0.0020110950330176937     0.0011459020068809915    0.010508                 -5071.568580207236
0.0020816699191582265     0.0011682644198833631    0.010508                 -4412.17806894012
0.002036326407065012      0.0011097246660698686    0.010508                 -4859.990094134215
0.002106901293205545      0.0011320870790722402    0.010508                 -4187.588195257588
0.0020615577811123305     0.0010735473252587457    0.010508                 -4643.7799667476165
0.002132132667252863      0.0010959097382611173    0.010508000000000002     -3959.184057204773
0.002086789155159649      0.0010373699844476228    0.010508                 -4422.938198047441
0.0021573640413001817     0.0010597323974499947    0.010508                 -3726.965654781678
0.0021120205292069674     0.0010011926436365       0.010508                 -4197.464788033689
0.0021825954153475        0.0010235550566388718    0.010508                 -3486.691677713194
0.0021372519032542858     9.650153028253771E-4     0.010508                 -3960.688498610732
0.002076550683156804      0.0012991588553191034    0.010508                 -4406.082313391065
0.002101782057204122      0.0012629815145079808    0.010508                 -4197.683098608034
0.002127013431251441      0.0012268041736968579    0.010508                 -3970.883542073027
0.0021522448052987593     0.0011906268328857347    0.010508                 -3740.269721167738
0.0021774761793460777     0.001154449492074612     0.010508                 -3505.841635892168
0.0022027075533933957     0.0011182721512634892    0.010508                 -3267.599286246316
0.0022279389274407146     0.0010820948104523663    0.010508                 -3015.5250916286327
0.0021471255692973364     0.0013215212683214753    0.010508                 -3752.603274584618
0.002172356943344655      0.0012853439275103524    0.010508                 -3520.2561856294133
0.0021975883173919733     0.0012491665866992295    0.010508                 -3283.6184175013686
