% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:41
% Dimension:          3
% Nodes:              2539
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        imag(emw.Ey)
0.0025000000000000005     0.0061666666666666675    0.005608000000000002     -66.09646037195053
0.0025000000000000005     0.006205555555555556     0.005608000000000002     5.041773125841517E-13
0.0024754153711986884     0.0061754210656220655    0.005608000000000002     -1106.7883072414022
0.0024754153711986884     0.006214309954510956     0.005608000000000002     -1010.7033621985772
0.0025000000000000005     0.006244444444444446     0.005608000000000002     3.3996764475256256E-13
0.0024754153711986884     0.006253198843399843     0.005608000000000002     -1009.8446914751004
0.0025000000000000005     0.0062833333333333335    0.005608000000000002     1.8080705411126155E-13
0.0024754153711986884     0.006292087732288733     0.005608000000000002     -1008.9860207516238
0.0025                    0.006322222222222223     0.005608000000000001     2.6695540660248908E-14
0.002475415371198688      0.006330976621177622     0.005608000000000002     -1008.1273500281472
0.0025                    0.006361111111111112     0.005608000000000001     -1.2236689560047436E-13
0.002475415371198688      0.0063698655100665105    0.005608000000000001     -1078.7267858806085
0.0025                    0.0064                   0.005608000000000001     -58.462632258989196
0.0024508307423973764     0.006184175464577464     0.005608000000000002     -2080.0604261210087
0.0024508307423973764     0.006223064353466353     0.005608000000000002     -1995.0969797789699
0.0024508307423973764     0.006261953242355242     0.005608000000000002     -1993.3796383320168
0.0024508307423973764     0.00630084213124413      0.005608000000000002     -1991.6622968850638
0.0024508307423973755     0.006339731020133019     0.005608                 -2062.8404605722662
0.002426246113596064      0.006192929863532862     0.005608000000000002     -3018.961047196746
0.002426246113596064      0.006231818752421752     0.005608000000000002     -2953.1808527411795
0.002426246113596064      0.00627070764131064      0.005608000000000002     -2950.6048405707493
0.002426246113596064      0.006309596530199529     0.005608000000000001     -3010.803656333964
0.002401661484794752      0.00620168426248826      0.005608000000000001     -3923.490170468614
0.002401661484794752      0.006240573151377149     0.005608000000000001     -3884.9549810852045
0.0024016614847947515     0.0062794620402660374    0.005608                 -3922.6163731657007
0.00237707685599344       0.006210438661443659     0.005608000000000001     -4793.647795936612
0.00237707685599344       0.006249327550332548     0.005608000000000001     -4798.278611067477
0.002352492227192128      0.006219193060399057     0.005608000000000001     -5601.388592148809
0.0023497723985252427     0.006189526846155775     0.005608000000000001     -5490.535383062486
0.002374357027326555      0.006180772447200376     0.005608000000000002     -4702.616999116616
