% Model:              stripline_filter_simple_decomp_new_mesh.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 18 2023, 17:43
% Dimension:          3
% Nodes:              2539
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        real(emw.Ex)
0.0025000000000000005     0.0061666666666666675    0.005608000000000002     25.01568080494306
0.0025000000000000005     0.006205555555555556     0.005608000000000002     -41.43867775470831
0.0024754153711986884     0.0061754210656220655    0.005608000000000002     -12.17373523793717
0.0024754153711986884     0.006214309954510956     0.005608000000000002     -53.960640211304465
0.0025000000000000005     0.006244444444444446     0.005608000000000002     -66.60237962531968
0.0024754153711986884     0.006253198843399843     0.005608000000000002     -68.30052745075429
0.0025000000000000005     0.0062833333333333335    0.005608000000000002     -68.47863983859708
0.0024754153711986884     0.006292087732288733     0.005608000000000002     -59.352973032870125
0.0025                    0.006322222222222223     0.005608000000000001     -47.06745839454051
0.002475415371198688      0.006330976621177622     0.005608000000000002     -27.11797695765194
0.0025                    0.006361111111111112     0.005608000000000001     -2.3688352931500845
0.002475415371198688      0.0063698655100665105    0.005608000000000001     15.523274193670408
0.0025                    0.0064                   0.005608000000000001     32.80861473278725
0.0024508307423973764     0.006184175464577464     0.005608000000000002     -33.75718811325066
0.0024508307423973764     0.006223064353466353     0.005608000000000002     -62.78954980457493
0.0024508307423973764     0.006261953242355242     0.005608000000000002     -66.30562241286307
0.0024508307423973764     0.00630084213124413      0.005608000000000002     -46.53425336381734
0.0024508307423973755     0.006339731020133019     0.005608                 0.39776303685136805
0.002426246113596064      0.006192929863532862     0.005608000000000002     -51.23192573276259
0.002426246113596064      0.006231818752421752     0.005608000000000002     -67.92540653451955
0.002426246113596064      0.00627070764131064      0.005608000000000002     -60.61766451164617
0.002426246113596064      0.006309596530199529     0.005608000000000001     -12.567918737670016
0.002401661484794752      0.00620168426248826      0.005608000000000001     -64.59794809647292
0.002401661484794752      0.006240573151377149     0.005608000000000001     -69.36821040113844
0.0024016614847947515     0.0062794620402660374    0.005608                 -23.37377112989372
0.00237707685599344       0.006210438661443659     0.005608000000000001     -73.85525520438165
0.00237707685599344       0.006249327550332548     0.005608000000000001     -32.019794139819666
0.002352492227192128      0.006219193060399057     0.005608000000000001     -83.23135576220386
0.0023497723985252427     0.006189526846155775     0.005608000000000001     -145.09491699601932
0.002374357027326555      0.006180772447200376     0.005608000000000002     -111.72381843895623
